eval_prompt,ground_truth,model_output
"for _ in range(int(input())):
    n = int(input())
    a = [*map(int, input().split())]
    x = sum(a) // 2
    s, d = 0, {}
    for idx, i in enumerate(a):
        s += i
        if s > x: {{completion}}
        d[s] = idx + 1
    s, r = 0, 0
    for idx, i in enumerate(a[::-1]):
        s += i
        if s in d: r = idx + 1 + d[s]
    print(r)",break,"# 找到第一个大于x的位置
            break
        if s in d:  # 如果已经存在了，则记录下标
            d[s] = idx + 1
    s, r = 0, 0
    for idx, i in enumerate(a[::-1]):
        s += i
        if s in d: r = idx + 1 + d[s]
    print(r)











"
"for _ in range(int(input())):
    n = int(input())
    a = [*map(int, input().split())]
    x = sum(a) // 2
    s, d = 0, {}
    for idx, i in enumerate(a):
        s += i
        if s > x: break
        d[s] = idx + 1
    s, r = 0, 0
    for idx, i in enumerate(a[::-1]):
        s += i
        if s in d: {{completion}}
    print(r)",r = idx + 1 + d[s],"
            r = max(r, d[s] + idx)
    print(r)









































































































"
"n = int(input())
for i in range(n):
    h = 1
    g = 1
    counter = 0
    m = int(input())
    lst = list(map(int, input().split()))
    index =0
    e= 0
    r =m-1
    highest = lst[m-1]
    lowest = lst[0]
    while h+g <= m:
        if lowest<highest:
            lowest+=lst[e+1]
            e+=1
            g +=1
        elif highest<lowest:
            {{completion}}
        elif highest == lowest:
            lowest+=lst[e+1]
            e+=1
            g+=1
            index = e + (m - r)
    print(index)
","highest+=lst[r-1]
            r-=1
            h+=1","highest+=lst[r-1]
             r-=1
             h+=1
        else:
            if lst[e+1]<lst[r-1]:
                lowest+=lst[e+1]
                e+=1
                g+=1
            else:
                highest+=lst[r-1]
                r-=1
                h+=1
    print(index)












"
"n = int(input())
for i in range(n):
    h = 1
    g = 1
    counter = 0
    m = int(input())
    lst = list(map(int, input().split()))
    index =0
    e= 0
    r =m-1
    highest = lst[m-1]
    lowest = lst[0]
    while h+g <= m:
        if lowest<highest:
            lowest+=lst[e+1]
            e+=1
            g +=1
        elif highest<lowest:
            highest+=lst[r-1]
            r-=1
            h+=1
        elif highest == lowest:
            {{completion}}
    print(index)
","lowest+=lst[e+1]
            e+=1
            g+=1
            index = e + (m - r)","break
    print(h+g)





















































































































"
"def read():
    return int(input())

def readline():
    return list(map(int,input().split()))

def solve():
    n=read()
    arr=readline()
    ans,cur=0,0
    a,suma=-1,0
    b,sumb=n,0
    while True:
        if a>=b: break
        elif suma>sumb:
            {{completion}}
        elif suma<sumb:
            a+=1
            suma+=arr[a]
            cur+=1
        else :
            ans=cur
            a+=1
            b-=1
            suma+=arr[a]
            sumb+=arr[b]
            cur+=2
    print(ans)


if __name__ == ""__main__"":
    T=read()
    for i in range(T):
        solve()","b-=1
            sumb+=arr[b]
            cur+=1","b-=1
             sumb+=arr[b]
             cur+=1
        elif suma<sumb:
            a+=1
            suma+=arr[a]
            cur+=1
        else :
            ans=cur
            a+=1
            b-=1
            suma+=arr[a]
            sumb+=arr[b]
            cur+=2
    print(ans)


if __name__ == ""__main__"":
    T"
"def read():
    return int(input())

def readline():
    return list(map(int,input().split()))

def solve():
    n=read()
    arr=readline()
    ans,cur=0,0
    a,suma=-1,0
    b,sumb=n,0
    while True:
        if a>=b: break
        elif suma>sumb:
            b-=1
            sumb+=arr[b]
            cur+=1
        elif suma<sumb:
            {{completion}}
        else :
            ans=cur
            a+=1
            b-=1
            suma+=arr[a]
            sumb+=arr[b]
            cur+=2
    print(ans)


if __name__ == ""__main__"":
    T=read()
    for i in range(T):
        solve()","a+=1
            suma+=arr[a]
            cur+=1","a+=1
             suma+=arr[a]
             cur+=1
        else:
            ans=cur
            a+=1
            b-=1
            suma+=arr[a]
            sumb+=arr[b]
            cur+=2
    print(ans)


if __name__ == ""__main__"":
    T=read()
    for i in range(T):
        solve()</s>"
"for _ in range(int(input())):
    n, _ = map(int, input().split())
    a = map("""".join, zip(*(input() for _ in range(n))))
    a = (""o"".join("""".join(sorted(y, reverse=True)) for y in x.split(""o"")) for x in a)
    for x in zip(*a):
        {{completion}}
 			  	 	    				   	  	 	    	","print("""".join(x))","print("""".join(x))
</s>"
"# Write your code here :-)
# Fall Down
def solution():
    n, m = [int(i) for i in input().split()]
    grid = [list(input()) for _ in range(n)]
    for i in range(m):
        for j in range(n - 1, -1, -1):
            if grid[j][i] == ""*"":
                grid[j][i] = "".""
                pos = j
                while pos < n - 1 and grid[pos + 1][i] == ""."":
                    {{completion}}
                grid[pos][i] = ""*""
    for row in grid:
        print(*row, sep="""")


t = int(input())
for _ in range(t):
    solution()
",pos += 1,"grid[pos + 1][i] = ""*""
                     pos += 1
    for row in grid:
        print(*row, sep="""")


t = int(input())
for _ in range(t):
    solution()
<|mask:1|><|mask:0|>Complete the code in python to solve this programming problem:

Description: There is a grid with $$$n$$$ rows and $$$m$$$ columns, and three types of cells:   An empty cell, denoted with '.'.  A stone, denoted with '*'."
"def res(s):
 a=s.split('o');t=''
 for i in a:t+=i.count('*')*'*'+i.count('.')*'.'+'o'
 return t[:-1]

for _ in[0]*int(input()):
 n,m=map(int,input().split())
 a=[[*input()] for x in[0]*n]
 b=[]
 for i in range(m):b+=res(''.join([a[~j][i] for j in range(n)])),
 for i in range(n):
  for j in range(m):{{completion}}
  print()
 print()","print(b[j][~i],end='')","print(b[j][i],end='')
  print()
</s>"
"c=input()
for _ in range(int(c)):
    b=input().split()
    a=[]
    for i in range(int(b[0])):
        a.append(list(input()))
    for i in range(int(b[1])):
        count=0
        row=int(b[0])-1
        for j in range(int(b[0])):
            if a[row][i]=='.':
                count+=1
            elif a[row][i]=='o':
                {{completion}}
            else:
                a[row][i],a[row+count][i]='.',a[row][i]
            row-=1
    for i in range(int(b[0])):
        print("""".join(a[i]))


",count=0,"   a[row][i]='o'
                    count=0
            elif a[row][i]=='*':
                a[row][i]='*'
                count=0
                for k in range(int(b[0])):
                    if a[k][i]=='*':
                        a[k][i]='o'
                        count=0
                        break
                for k in range(int(b[0])):
                    if a[k]["
"c=input()
for _ in range(int(c)):
    b=input().split()
    a=[]
    for i in range(int(b[0])):
        a.append(list(input()))
    for i in range(int(b[1])):
        count=0
        row=int(b[0])-1
        for j in range(int(b[0])):
            if a[row][i]=='.':
                count+=1
            elif a[row][i]=='o':
                count=0
            else:
                {{completion}}
            row-=1
    for i in range(int(b[0])):
        print("""".join(a[i]))


","a[row][i],a[row+count][i]='.',a[row][i]","   if count==0:
                        a[row][i]='*'
                    else:
                        a[row][i]='.'
                        count-=1
            row-=1
    for i in range(int(b[0])):
        print("""".join(a[i]))


<|mask:1|><|mask:0|>Complete the code in python to solve this programming problem:

Description: There is a grid with $$$n$$$ rows and $$$m$$$ columns"
"import sys
input = sys.stdin.readline
for _ in [0]*int(input()):
    n,m=map(int,input().split())
    s=['']*m
    for _ in [0]*n:
        s=[s[i]+j for i,j in zip(range(m),input())]
    col=['']*n
    k=0
    for i in s:
        bl=0
        x=''
        for j in i[::-1]:
            if j=='o':
                x=j+'.'*bl+x
                bl=0
            elif j=='*':
                {{completion}}
            else:
                bl=bl+1
        x='.'*bl+x
        col=[col[ind]+val for val,ind in zip(x,range(n))]
        k=k+1
    for j in col:
        print(j)",x=j+x,"   x=j+'.'*bl+x
                    bl=0
            elif j=='.':
                bl=bl+1
        x='.'*bl+x
        col=[col[ind]+val for val,ind in zip(x,range(n))]
        k=k+1
    for j in col:
        print(j)
\end{code}

Comment: Please don't post code as an image.

Comment: @JonathonReinhart I've edited the question."
"import sys
input = sys.stdin.readline
for _ in [0]*int(input()):
    n,m=map(int,input().split())
    s=['']*m
    for _ in [0]*n:
        s=[s[i]+j for i,j in zip(range(m),input())]
    col=['']*n
    k=0
    for i in s:
        bl=0
        x=''
        for j in i[::-1]:
            if j=='o':
                x=j+'.'*bl+x
                bl=0
            elif j=='*':
                x=j+x
            else:
                {{completion}}
        x='.'*bl+x
        col=[col[ind]+val for val,ind in zip(x,range(n))]
        k=k+1
    for j in col:
        print(j)",bl=bl+1,"bl+=1
        x='.'*bl+x
        col=[col[ind]+val for val,ind in zip(x,range(n))]
        k=k+1
    for j in col:
        print(j)
\end{code}

Comment: Please don't post code as images.

Comment: I'm voting to close this question as off-topic because it is about a problem with a code, not about programming.

Comment: @MarcusMüller I've edited the question.

Comment"
"for i in range(int(input())):
    n,m=map(int,input().split())
    s=[list(input()) for j in range(n)]
    for _ in range(n):
        for a in reversed(range(n-1)):
            for b in range(m):
                if s[a][b]=='*':
                    if s[a+1][b]=='o' or s[a+1][b]=='*':
                        continue
                    else:
                        {{completion}}
    for a in range(n):
        print(*s[a],sep='')","s[a][b]='.'
                        s[a+1][b]='*'","s[a+1][b]=s[a][b]
                         s[a][b]='.'
        for b in range(m):
            if s[n-1][b]=='*':
                s[n-1][b]='o'
    for a in s:
        print(*a,sep='')

















































"
"I=lambda:map(int,input().split())
for _ in range(int(input())):
    n,m=I()
    a=[input() for _ in range(n)]
    
    at=[''.join(col).split('o') for col in zip(*a)]
    f=lambda s:''.join(sorted(s,reverse=True))
    at=['o'.join(map(f, col)) for col in at]
    
    for row in zip(*at):
      {{completion}}",print(''.join(row)),"print(''.join(row))
</s>"
"I = input
for _ in range(int(I())):
    n,m = map(int,I().split())
    grid = [I().strip() for __ in range(n)]
    res = []
    for col in range(m):
        newcol = ''
        for seg in (''.join(grid[row][col] for row in range(n))).split('o'):
            {{completion}}
        res.append(newcol[0:-1])
    for row in range(n):
        print(''.join(res[col][row] for col in range(m)))",newcol += '.'*seg.count('.')+'*'*seg.count('*')+'o',"if seg:
                 newcol += seg[0] + seg.replace('*','')
        res.append(newcol)
    for row in range(n):
        print(''.join(res[col][row] for col in range(m)))


































































"
"for ii in range(int(input())):
	n,m = map(int, input().split())
	mat=[]
	r=[0]*m
	for jj in range(n):
		a=list(input())
		for kk in range(m):
			if a[kk]==""*"":
				r[kk]+=1
				a[kk]="".""
			elif a[kk]==""o"":
				while r[kk]:
					{{completion}}
		mat.append(a)
	for jj in range(m):
		while r[jj]:
			mat[n-r[jj]][jj]=""*""
			r[jj]-=1
	for jj in range(n):
		print("""".join(mat[jj]))","mat[jj-r[kk]][kk]=""*""
					r[kk]-=1","a[kk]=""*""
					r[kk]-=1
		mat.append(a)
	for jj in range(n):
		print("""".join(mat[jj]))










































































"
"t = int(input())

for i in range (t):
    n, m = map(int,input().split())
    arr = [[0]*m]*n
    for j in range(n):
        arr[j] = list(input())
        # for h in range(m):
            # print(arr[j][h])
    for k in range(m):
        for l in range(n-1, -1, -1):
           if arr[l][k]=='.':
            #    print(""yes"")
               for f in range(l-1,-1,-1):
                   if arr[f][k]=='o':
                       break
                   elif arr[f][k]=='*':
                    #    print(""yes"")
                       {{completion}}
    for g in range(n):
        for h in range(m-1):
            print(arr[g][h],end="""")
        print(arr[g][m-1],end=""\n"")
                
                
            
            
        

","arr[f][k]='.'
                       arr[l][k]='*'
                       break","arr[f][k]='*'
                        break
                   else:
                       arr[f][k]='*'
           else:
               break
    for g in range(n):
        for h in range(m-1):
            print(arr[g][h],end="""")
        print(arr[g][m-1],end=""\n"")
                
                
            
            
        







"
"from collections import Counter
for _ in range(int(input())):
    n = int(input())
    num = Counter(input() for x in [1]*n)
    cnt = 0
    for x in num:
        for y in num:
            if x!=y and (x[0] == y[0] or x[1] == y[1]):
                {{completion}}
    print(cnt//2)",cnt+=num[x]*num[y],"   cnt += 1
    print(cnt//2)
</s>"
"from collections import Counter
from itertools import islice
from sys import stdin

LETTERS = 'abcdefghijk'

data = (line.strip() for line in stdin.readlines()[1:])

res = []
for line in data:
    n = int(line)
    s = 0
    ctr = Counter()
    for ab in islice(data, n):
        a, b = ab
        ctr[ab] += 1
        for l in LETTERS:
            if l != a:
                {{completion}}
            if l != b:
                s += ctr[f'{a}{l}']
    res.append(s)

print('\n'.join(str(x) for x in res))
",s += ctr[f'{l}{b}'],"s += ctr[f'{a}{l}']
            if l != b:
                s += ctr[f'{b}{l}']
    res.append(s)

print('\n'.join(str(x) for x in res))



































































"
"from collections import Counter
from itertools import islice
from sys import stdin

LETTERS = 'abcdefghijk'

data = (line.strip() for line in stdin.readlines()[1:])

res = []
for line in data:
    n = int(line)
    s = 0
    ctr = Counter()
    for ab in islice(data, n):
        a, b = ab
        ctr[ab] += 1
        for l in LETTERS:
            if l != a:
                s += ctr[f'{l}{b}']
            if l != b:
                {{completion}}
    res.append(s)

print('\n'.join(str(x) for x in res))
",s += ctr[f'{a}{l}'],"s += ctr[f'{a}{l}']
    res.append(s)

print('\n'.join(str(x) for x in res))

























































































"
"for i in range(int(input())):
    data = [[0 for l in range(11)] for k in range(11)]

    for j in range(int(input())):
        first, second = input()
        data[ord(first)-ord('a')][ord(second)-ord('a')] += 1

    answer = 0
    for j in range(11):
        for k in range(11):
            for l in range(11):
                if j != l:
                    {{completion}}

                if k != l:
                    answer += data[j][k]*data[j][l]

    print(answer//2)",answer += data[j][k]*data[l][k],"answer += data[j][k]*data[j][l]

    print(answer//2)
</s>"
"for i in range(int(input())):
    data = [[0 for l in range(11)] for k in range(11)]

    for j in range(int(input())):
        first, second = input()
        data[ord(first)-ord('a')][ord(second)-ord('a')] += 1

    answer = 0
    for j in range(11):
        for k in range(11):
            for l in range(11):
                if j != l:
                    answer += data[j][k]*data[l][k]

                if k != l:
                    {{completion}}

    print(answer//2)",answer += data[j][k]*data[j][l],"answer += data[j][k]*data[j][l]

    print(answer//2)
\end{code}

Comment: Please don't post images of code.

Comment: I'm voting to close this question as off-topic because it is about a problem that can be solved by reading the problem statement.

Comment: @JimMischel I'm sorry, I'm new to this site. I'll keep that in mind.

Comment: @JimMischel I've edited the question.

Comment:"
"from collections import defaultdict
ak = [""a"", ""b"", ""c"", ""d"", ""e"", ""f"", ""g"", ""h"", ""i"", ""j"", ""k""]

t = int(input())
for _ in range(t):
    count = 0
    d = defaultdict(int)
    n = int(input())
    for i in range(n):
        s = input()
        for c in ak:
            if c != s[0]:
                if d[c + s[1]] > 0:
                    {{completion}}
            if c != s[1]:
                if d[s[0] + c] > 0:
                    count += d[s[0] + c]
        d[s] += 1
    print(count)",count += d[c + s[1]],"count += d[c + s[1]]
        d[s] += 1
    print(count)
\end{code}

Comment: Please don't post code as images.

Comment: I'm voting to close this question as off-topic because it's a code dump, not a question.

Comment: @MattDMo I'm sorry, I'm new to this. I'll keep in mind next time.

Comment: @MattDMo I've edited the question.

Answer: You can use `"
"from collections import defaultdict
ak = [""a"", ""b"", ""c"", ""d"", ""e"", ""f"", ""g"", ""h"", ""i"", ""j"", ""k""]

t = int(input())
for _ in range(t):
    count = 0
    d = defaultdict(int)
    n = int(input())
    for i in range(n):
        s = input()
        for c in ak:
            if c != s[0]:
                if d[c + s[1]] > 0:
                    count += d[c + s[1]]
            if c != s[1]:
                if d[s[0] + c] > 0:
                    {{completion}}
        d[s] += 1
    print(count)",count += d[s[0] + c],"count += d[s[0] + c]
            d[s] += 1
    print(count)
\end{code}

Comment: You should add the code to your question.

Answer: \begin{code}
from collections import defaultdict
ak = [""a"", ""b"", ""c"", ""d"", ""e"", ""f"", ""g"", ""h"", ""i"", ""j"", ""k""]

t = int(input())
for _ in range(t):
    count = 0
    d = defaultdict(int"
"for ii in range(int(input())):
	n=int(input())
	a=[]
	co=0
	x=set()
	for jj in range(n):
		a.append(input())
	for jj in range(n):
		mul=1
		if jj not in x:
			for kk in range(jj+1,n):
				if a[jj][0]!=a[kk][0] and a[jj][1]==a[kk][1]:
					co+=mul
				elif a[jj][0]==a[kk][0] and a[jj][1]!=a[kk][1]:
					{{completion}}
				elif a[jj][0]==a[kk][0] and a[jj][1]==a[kk][1]:
					mul+=1
					x.add(kk)
	print(co)",co+=mul,"co+=mul
				elif a[jj][0]!=a[kk][0] and a[jj][1]!=a[kk][1]:
					mul+=1
					x.add(kk)
	print(co)
</s>"
"for ii in range(int(input())):
	n=int(input())
	a=[]
	co=0
	x=set()
	for jj in range(n):
		a.append(input())
	for jj in range(n):
		mul=1
		if jj not in x:
			for kk in range(jj+1,n):
				if a[jj][0]!=a[kk][0] and a[jj][1]==a[kk][1]:
					co+=mul
				elif a[jj][0]==a[kk][0] and a[jj][1]!=a[kk][1]:
					co+=mul
				elif a[jj][0]==a[kk][0] and a[jj][1]==a[kk][1]:
					{{completion}}
	print(co)","mul+=1
					x.add(kk)","co+=mul
					x.add(kk)
				mul*=2
	print(co)































































































"
"t=int(input())
for i in range(t):
  n=int(input())
  result=0
  dic1={}
  dic2={}
  dic3={}
  for i in range(n):
    S=input()
    if S[0] in dic1:
      result+=dic1[S[0]]
      dic1[S[0]]+=1
    else:
      {{completion}}
    if S[1] in dic2:
      result+=dic2[S[1]]
      dic2[S[1]]+=1
    else:
      dic2[S[1]]=1
    if S in dic3:
      result-=dic3[S]*2
      dic3[S]+=1
    else:
      dic3[S]=1
  print(result)",dic1[S[0]]=1,"dic1[S[0]]=1
    if S[1] in dic2:
      result+=dic2[S[1]]
      dic2[S[1]]+=1
    else:
      dic2[S[1]]=1
    if S in dic3:
      result-=dic3[S]*2
      dic3[S]+=1
    else:
      dic3[S]=1
  print(result)
\end{code}

Comment: Please don't"
"t=int(input())
for i in range(t):
  n=int(input())
  result=0
  dic1={}
  dic2={}
  dic3={}
  for i in range(n):
    S=input()
    if S[0] in dic1:
      result+=dic1[S[0]]
      dic1[S[0]]+=1
    else:
      dic1[S[0]]=1
    if S[1] in dic2:
      result+=dic2[S[1]]
      dic2[S[1]]+=1
    else:
      {{completion}}
    if S in dic3:
      result-=dic3[S]*2
      dic3[S]+=1
    else:
      dic3[S]=1
  print(result)",dic2[S[1]]=1,"dic2[S[1]]=1
    if S in dic3:
      result-=dic3[S]*2
      dic3[S]+=1
    else:
      dic3[S]=1
  print(result)
\end{code}

Comment: Please don't post code as images.

Comment: I'm voting to close this question as off-topic because it is a code dump with no explanation of what the code is supposed to do.

Comment: I'm voting to close this question as off"
"for i in range(int(input())):
    n= int(input())
    a = dict()
    b = dict()
    c = dict()
    ans = 0
    for j in range(n):
        d,e = str(input())
        try:
            ans += a[d]
            a[d] += 1
        except KeyError:
            {{completion}}
        try:
            ans += b[e]
            b[e] += 1
        except KeyError:
            b[e] = 1
        if d+e not in c:
            c[d+e] = 0
        else:
            ans -= c[d+e]
        c[d+e] += 2
    print(ans)",a[d] = 1,"a[d] = 1
        try:
            ans += b[e]
            b[e] += 1
        except KeyError:
            b[e] = 1
        if d+e not in c:
            c[d+e] = 0
        else:
            ans -= c[d+e]
        c[d+e] += 2
    print(ans)
\end{code}

Comment: Please edit your question to include the code, not in the"
"for i in range(int(input())):
    n= int(input())
    a = dict()
    b = dict()
    c = dict()
    ans = 0
    for j in range(n):
        d,e = str(input())
        try:
            ans += a[d]
            a[d] += 1
        except KeyError:
            a[d] = 1
        try:
            ans += b[e]
            b[e] += 1
        except KeyError:
            {{completion}}
        if d+e not in c:
            c[d+e] = 0
        else:
            ans -= c[d+e]
        c[d+e] += 2
    print(ans)",b[e] = 1,"b[e] = 1
        try:
            ans -= c[d+e]
            c[d+e] += 2
        except KeyError:
            c[d+e] = 2
    print(ans)
\end{code}

Comment: Please don't post code as images.

Comment: @MattDMo I have added the code as text.

Comment: @MattDMo I have added the code as text.

Comment: @MattDMo I have added the code"
"from collections import Counter

t=int(input())
while(t!=0):
    n=int(input())
    s = Counter(input() for x in [1]*n)
    cnt = 0
    for x in s:
        for y in s:
            if(x!=y and (x[1]==y[1] or x[0]==y[0])): {{completion}}
    print(cnt//2)
   
    t-=1
",cnt += s[x]*s[y],"
                cnt+=1
    print(cnt//2)
    t-=1
</s>"
"t = int(input())
for x in range(t):
    n = int(input())
    d1 = {}
    for i in range(97,109):
        for j in range(97,109):
            d1[chr(i)+chr(j)] = 0
    ans1 = 0
    for y in range(n):
        s = input()
        for l in range(2):
            for m in range(97,109):
                a = list(s)
                a[l] = chr(m)
                a = ''.join(a)
                if a == s:
                    {{completion}}
                ans1+=d1[a]
        d1[s]+=1
    print(ans1)",continue,"continue
                for i in range(97,109):
                    for j in range(97,109):
                        if i == m or j == m:
                            continue
                        b = list(a)
                        b[l] = chr(i)
                        b[l+1] = chr(j)
                        b = ''.join(b)
                        if b == s:
                            continue
                        if d1[s] == 0:
                           "
"for n in range(int(input())):
    a = {}
    for j in range(int(input())):
        c = input()
        if c not in a:
            a[c] = 1
        elif c in a:
            a[c] += 1
    count = 0
    for i in a.keys():
        for j in a.keys():
            if i != j and (i[0] == j[0] or i[1] == j[1]):
                {{completion}}
    print(count // 2)
",count += a[i] * a[j],"   count += 1
    print(count // 2)
</s>"
for s in[*open(0)][2::2]:{{completion}},"print('YNEOS'[1in map(len,map(set,s[:-1].split('W')))::2])","
    n=len(s)
    if n==1:
        print('YES')
        continue
    if n==2:
        print('NO')
        continue
    if s[0]==s[1]=='W':
        print('YES')
        continue
    if s[0]==s[1]=='R':
        print('NO')
        continue
    if s[0]==s[1]=='B':
        print('NO')
        continue
    if s[0]=='W' and s"
"for _ in range(int(input())) :
	{{completion}}","l = int(input())
	print(""NO"" if any (len(set(x)) == 1 for x in input().split('W') ) else ""YES"")","n = int(input())
	s = input()
	for i in range(n) :
		if s[i] == 'W' :
			s = s[:i] + 'B' + s[i+1:]
			s = s[:i+1] + 'R' + s[i+1:]
			s = s[:i+2] + 'B' + s[i+2:]
	if s == 'B'*n :
		print('YES')"
"def solve():
    n = int(input())
    s = input().split('W')
    for i in s:
        bs = 'B' in i
        rs = 'R' in i
        if bs ^ rs:
            {{completion}}

    print('YES')

for t in range(int(input())):
    solve()
","print('NO')
            return","print('NO')
             return
    print('YES')

for t in range(int(input())):
    solve()
</s>"
"g = input()
for i in range(int(g)):
    input()
    numb = input().split('W')
    ans = 'yes'
    for z in numb:
        if z == '':
            pass
        else:
            if ('R' in z) and ('B' in z):
                pass
            else:
                {{completion}}
    print(ans)
",ans = 'no',"ans = 'no'
    print(ans)</s>"
"for s in[*open(0)][2::2]:
    b=0
    for i in s[:-1].split('W'):{{completion}}
    print('YNEOS'[b::2])",b|=len({*i})%2,"
        if len(i)%2==1:
            b=1
            break
    print('YES'if b==0 else 'NO')

























































































"
"t=int(input())

for i in range(t):
    n=int(input())
    s=input()
    s=s.strip(""W"")
    temp=list(s.split('W'))

    for i in temp:
        if i:
            if 'B' not in i or 'R' not in i:
                {{completion}}
    else:
        print(""YES"")
        ","print(""NO"")
                break","   print(""NO"")
                    break
    else:
        print(""YES"")
</s>"
"for i in range(int(input())):
    {{completion}}","num = int(input())
    line = [elem for elem in input().split(""W"") if elem != """"]
    print(""YES"" if all([""B"" in elem and ""R"" in elem for elem in line]) else ""NO"")","n=int(input())
     s=input()
     for j in range(n-1):
         if s[j]==s[j+1] and s[j]!='W':
             print('NO')
             break
     else:
         print('YES')


</s>"
"for s in[*open(0)][2::2]:
    b = 0
    for i in s[:-1].split(""W""):
        {{completion}}
    print('YNEOS '[b::2])",b|=(len(set(i))==1),"if len(i)%2==1:
             b=1
             break
    print(""YES"" if b==0 else ""NO"")




























































































"
"t = int(input())
Ans = [-1]*t
for z in range(t):
    n = int(input())
    l = input().split('W')
    bad = False
    for s in l:
        b1 = 'R' in s
        b2 = 'B' in s
        if (b1 ^ b2):
        	{{completion}}
    print(""NO"" if bad else ""YES"")
    

",bad = True,"bad = True
        	break
    Ans[z] = 'NO' if bad else 'YES'
    print(Ans[z])
</s>"
"n=int(input())
l=[int(i) for i in input().split()]

def f(l):
    cur = 0
    n = 0
    for i in l:
        {{completion}}
    return n

print(min(f(l[i+1:])+f(l[:i][::-1]) for i in range(n)))","n += cur // i + 1
        cur = i * (cur // i + 1)","if i > cur:
             cur = i
         else:
             n += cur - i
             cur = i
    return n

print(min(f(l[i+1:])+f(l[:i][::-1]) for i in range(n)))</s>"
"n = int(input().strip())
a = list(map(int, input().strip().split()))
ans = None

for i in range(n):
    acc, p = 0, 0
    for j in range(i-1, -1, -1):
        {{completion}}
    p = 0
    for j in range(i+1, n):
        x = (p + a[j]) // a[j]
        acc += x
        p = x * a[j]
    ans = min(ans, acc) if ans is not None else acc

print(ans)
","x = (p - 1) // a[j]
        acc += -x
        p = x * a[j]","x = (p + a[j]) // a[j]
         acc += x
         p = x * a[j]
    ans = min(ans, acc) if ans is not None else acc

print(ans)






































































"
"n = int(input().strip())
a = list(map(int, input().strip().split()))
ans = None

for i in range(n):
    acc, p = 0, 0
    for j in range(i-1, -1, -1):
        x = (p - 1) // a[j]
        acc += -x
        p = x * a[j]
    p = 0
    for j in range(i+1, n):
        {{completion}}
    ans = min(ans, acc) if ans is not None else acc

print(ans)
","x = (p + a[j]) // a[j]
        acc += x
        p = x * a[j]","x = (p + 1) // a[j]
         acc += x
         p = x * a[j]
    ans = min(ans, acc) if ans is not None else acc

print(ans)
</s>"
"from math import ceil
n=int(input())
a=list(map(int,input().split()))
ans=float(""inf"")
for i in range(len(a)):
    t=[0]*n
    temp=0
    j=i-1
    prev =0
    while j>=0:
        {{completion}}
    
    k=i+1
    prev=0
    while k<len(a):
        x=(ceil((prev+1)/a[k]))
        temp+=x
        prev=(a[k]*x)
        k+=1
    ans=min(ans,temp)
print(int(ans))","x=(ceil((prev+1)/a[j]))
        temp+=x
        prev=(a[j]*x)
        j-=1","x=(ceil((prev+1)/a[j]))
         temp+=x
         prev=(a[j]*x)
         j-=1
    k=i+1
    prev=0
    while k<len(a):
        x=(ceil((prev+1)/a[k]))
        temp+=x
        prev=(a[k]*x)
        k+=1
    ans=min(ans,temp)
print(int(ans))













"
"from math import ceil
n=int(input())
a=list(map(int,input().split()))
ans=float(""inf"")
for i in range(len(a)):
    t=[0]*n
    temp=0
    j=i-1
    prev =0
    while j>=0:
        x=(ceil((prev+1)/a[j]))
        temp+=x
        prev=(a[j]*x)
        j-=1
    
    k=i+1
    prev=0
    while k<len(a):
        {{completion}}
    ans=min(ans,temp)
print(int(ans))","x=(ceil((prev+1)/a[k]))
        temp+=x
        prev=(a[k]*x)
        k+=1","x=(ceil((prev+1)/a[k]))
         temp+=x
         prev=(a[k]*x)
         k+=1
    ans=min(ans,temp)
print(int(ans))











































































"
"
for _ in range(1):
    n = int(input())
    a = list(map(int, input().split()))
    Min = 1e18
    for l in range(n):
        m = a[l]
        answer = 1
        for i in range(l-1, -1, -1):
            answer += (m + a[i]) // a[i]
            m = a[i] * ((m + a[i]) // a[i])
        if l + 1 < n:
            m = 0
            for i in range(l + 2, n):
                {{completion}}
        Min = min(answer, Min)
    print(Min)","answer += (m + a[i]) // a[i]
                m = a[i] * ((m + a[i]) // a[i])","answer += (m + a[i]) // a[i]
                 m = a[i] * ((m + a[i]) // a[i])
        Min = min(answer, Min)
    print(Min)
</s>"
"m=int(input())
a=[int(i)for i in input().split()]
t1,min=0,10**20
while(t1<m):
    t2=t1
    k,t=0,0
    while(t2<m-1):
        {{completion}}
    t2=t1
    k=0
    while(t2>0):
        t+=(k//a[t2-1]+1)
        k=a[t2-1]*(k//a[t2-1]+1)
        t2-=1
    if(min>t):
        min=t
    t1+=1
print(min)
","t+=(k//a[t2+1]+1)
        k=a[t2+1]*(k//a[t2+1]+1)
        t2+=1","k+=a[t2]
         t+=k//a[t2+1]+1
         k=a[t2+1]*(k//a[t2+1]+1)
         t2+=1
    if(min>t):
        min=t
    t1+=1
print(min)
</s>"
