eval_prompt,ground_truth,model_output
"for i in range(int(input())):
    n= int(input())
    a = dict()
    b = dict()
    c = dict()
    ans = 0
    for j in range(n):
        d,e = str(input())
        try:
            ans += a[d]
            a[d] += 1
        except KeyError:
            {{completion}}
        try:
            ans += b[e]
            b[e] += 1
        except KeyError:
            b[e] = 1
        if d+e not in c:
            c[d+e] = 0
        else:
            ans -= c[d+e]
        c[d+e] += 2
    print(ans)",a[d] = 1,a[d] += 1
"for i in range(int(input())):
    n= int(input())
    a = dict()
    b = dict()
    c = dict()
    ans = 0
    for j in range(n):
        d,e = str(input())
        try:
            ans += a[d]
            a[d] += 1
        except KeyError:
            a[d] = 1
        try:
            ans += b[e]
            b[e] += 1
        except KeyError:
            {{completion}}
        if d+e not in c:
            c[d+e] = 0
        else:
            ans -= c[d+e]
        c[d+e] += 2
    print(ans)",b[e] = 1,b[e] = 1
"from collections import Counter

t=int(input())
while(t!=0):
    n=int(input())
    s = Counter(input() for x in [1]*n)
    cnt = 0
    for x in s:
        for y in s:
            if(x!=y and (x[1]==y[1] or x[0]==y[0])): {{completion}}
    print(cnt//2)
   
    t-=1
",cnt += s[x]*s[y],cnt+=s[x]*s[y]
"t = int(input())
for x in range(t):
    n = int(input())
    d1 = {}
    for i in range(97,109):
        for j in range(97,109):
            d1[chr(i)+chr(j)] = 0
    ans1 = 0
    for y in range(n):
        s = input()
        for l in range(2):
            for m in range(97,109):
                a = list(s)
                a[l] = chr(m)
                a = ''.join(a)
                if a == s:
                    {{completion}}
                ans1+=d1[a]
        d1[s]+=1
    print(ans1)",continue,d1[s]+=1
"for n in range(int(input())):
    a = {}
    for j in range(int(input())):
        c = input()
        if c not in a:
            a[c] = 1
        elif c in a:
            a[c] += 1
    count = 0
    for i in a.keys():
        for j in a.keys():
            if i != j and (i[0] == j[0] or i[1] == j[1]):
                {{completion}}
    print(count // 2)
",count += a[i] * a[j],count += a[i] * a[j]
for s in[*open(0)][2::2]:{{completion}},"print('YNEOS'[1in map(len,map(set,s[:-1].split('W')))::2])","num = int(input())
    line = [elem for elem in input().split(""W"") if elem!= """"]
    print(""YES"" if all([""B"" in elem and ""R"" in elem for elem in line]) else ""NO"")"
"for _ in range(int(input())) :
	{{completion}}","l = int(input())
	print(""NO"" if any (len(set(x)) == 1 for x in input().split('W') ) else ""YES"")","for _ in range(int(input())):
    n = int(input())
    s = input()
    print(""YES"" if all([""B"" in elem and ""R"" in elem for elem in s[:-1].split(""W"")]) else ""NO"")"
"def solve():
    n = int(input())
    s = input().split('W')
    for i in s:
        bs = 'B' in i
        rs = 'R' in i
        if bs ^ rs:
            {{completion}}

    print('YES')

for t in range(int(input())):
    solve()
","print('NO')
            return","def solve():
    n = int(input())
    s = input().split('W')
    for i in s:
        bs = 'B' in i
        rs = 'R' in i
        if bs ^ rs:
            print('YES')
            return
    print('NO')

for t in range(int(input())):
    solve()"
"g = input()
for i in range(int(g)):
    input()
    numb = input().split('W')
    ans = 'yes'
    for z in numb:
        if z == '':
            pass
        else:
            if ('R' in z) and ('B' in z):
                pass
            else:
                {{completion}}
    print(ans)
",ans = 'no',"num = int(input())
    line = [elem for elem in input().split(""W"") if elem!= """"]
    print(""YES"" if all([""B"" in elem and ""R"" in elem for elem in line]) else ""NO"")"
"for s in[*open(0)][2::2]:
    b=0
    for i in s[:-1].split('W'):{{completion}}
    print('YNEOS'[b::2])",b|=len({*i})%2,b|=(len(set(i))==1)
"t=int(input())

for i in range(t):
    n=int(input())
    s=input()
    s=s.strip(""W"")
    temp=list(s.split('W'))

    for i in temp:
        if i:
            if 'B' not in i or 'R' not in i:
                {{completion}}
    else:
        print(""YES"")
        ","print(""NO"")
                break","this is the start of the ground truth
t=int(input())

for i in range(t):
    n=int(input())
    s=input()
    s=s.strip(""W"")
    temp=list(s.split('W'))

    for i in temp:
        if i:
            if 'B' not in i or 'R' not in i:
                print(""NO"")
                break
    else:
        print(""YES"")

this is the"
"for i in range(int(input())):
    {{completion}}","num = int(input())
    line = [elem for elem in input().split(""W"") if elem != """"]
    print(""YES"" if all([""B"" in elem and ""R"" in elem for elem in line]) else ""NO"")","num = int(input())
    line = [elem for elem in input().split(""W"") if elem!= """"]
    print(""YES"" if all([""B"" in elem and ""R"" in elem for elem in line]) else ""NO"")"
"for s in[*open(0)][2::2]:
    b = 0
    for i in s[:-1].split(""W""):
        {{completion}}
    print('YNEOS '[b::2])",b|=(len(set(i))==1),b|=(len(set(i))==1)
"t = int(input())
Ans = [-1]*t
for z in range(t):
    n = int(input())
    l = input().split('W')
    bad = False
    for s in l:
        b1 = 'R' in s
        b2 = 'B' in s
        if (b1 ^ b2):
        	{{completion}}
    print(""NO"" if bad else ""YES"")
    

",bad = True,"































































































































"
"n=int(input())
l=[int(i) for i in input().split()]

def f(l):
    cur = 0
    n = 0
    for i in l:
        {{completion}}
    return n

print(min(f(l[i+1:])+f(l[:i][::-1]) for i in range(n)))","n += cur // i + 1
        cur = i * (cur // i + 1)","































































































































"
"n = int(input().strip())
a = list(map(int, input().strip().split()))
ans = None

for i in range(n):
    acc, p = 0, 0
    for j in range(i-1, -1, -1):
        {{completion}}
    p = 0
    for j in range(i+1, n):
        x = (p + a[j]) // a[j]
        acc += x
        p = x * a[j]
    ans = min(ans, acc) if ans is not None else acc

print(ans)
","x = (p - 1) // a[j]
        acc += -x
        p = x * a[j]","x = (p - 1) // a[j]
        acc += -x
        p = x * a[j]"
"n = int(input().strip())
a = list(map(int, input().strip().split()))
ans = None

for i in range(n):
    acc, p = 0, 0
    for j in range(i-1, -1, -1):
        x = (p - 1) // a[j]
        acc += -x
        p = x * a[j]
    p = 0
    for j in range(i+1, n):
        {{completion}}
    ans = min(ans, acc) if ans is not None else acc

print(ans)
","x = (p + a[j]) // a[j]
        acc += x
        p = x * a[j]","x = (p + a[j]) // a[j]
        acc += x
        p = x * a[j]"
"from math import ceil
n=int(input())
a=list(map(int,input().split()))
ans=float(""inf"")
for i in range(len(a)):
    t=[0]*n
    temp=0
    j=i-1
    prev =0
    while j>=0:
        {{completion}}
    
    k=i+1
    prev=0
    while k<len(a):
        x=(ceil((prev+1)/a[k]))
        temp+=x
        prev=(a[k]*x)
        k+=1
    ans=min(ans,temp)
print(int(ans))","x=(ceil((prev+1)/a[j]))
        temp+=x
        prev=(a[j]*x)
        j-=1","x=(ceil((prev+1)/a[k]))
        temp+=x
        prev=(a[k]*x)
        k+=1"
"from math import ceil
n=int(input())
a=list(map(int,input().split()))
ans=float(""inf"")
for i in range(len(a)):
    t=[0]*n
    temp=0
    j=i-1
    prev =0
    while j>=0:
        x=(ceil((prev+1)/a[j]))
        temp+=x
        prev=(a[j]*x)
        j-=1
    
    k=i+1
    prev=0
    while k<len(a):
        {{completion}}
    ans=min(ans,temp)
print(int(ans))","x=(ceil((prev+1)/a[k]))
        temp+=x
        prev=(a[k]*x)
        k+=1","x=(ceil((prev+1)/a[k]))
        temp+=x
        prev=(a[k]*x)
        k+=1"
"
for _ in range(1):
    n = int(input())
    a = list(map(int, input().split()))
    Min = 1e18
    for l in range(n):
        m = a[l]
        answer = 1
        for i in range(l-1, -1, -1):
            answer += (m + a[i]) // a[i]
            m = a[i] * ((m + a[i]) // a[i])
        if l + 1 < n:
            m = 0
            for i in range(l + 2, n):
                {{completion}}
        Min = min(answer, Min)
    print(Min)","answer += (m + a[i]) // a[i]
                m = a[i] * ((m + a[i]) // a[i])","m = 0
for i in range(l + 2, n):
    m += a[i] - m % a[i]
    answer += m // a[i]"
"m=int(input())
a=[int(i)for i in input().split()]
t1,min=0,10**20
while(t1<m):
    t2=t1
    k,t=0,0
    while(t2<m-1):
        {{completion}}
    t2=t1
    k=0
    while(t2>0):
        t+=(k//a[t2-1]+1)
        k=a[t2-1]*(k//a[t2-1]+1)
        t2-=1
    if(min>t):
        min=t
    t1+=1
print(min)
","t+=(k//a[t2+1]+1)
        k=a[t2+1]*(k//a[t2+1]+1)
        t2+=1","t+=(k//a[t2-1]+1)
        k=a[t2-1]*(k//a[t2-1]+1)
        t2-=1"
"m=int(input())
a=[int(i)for i in input().split()]
t1,min=0,10**20
while(t1<m):
    t2=t1
    k,t=0,0
    while(t2<m-1):
        t+=(k//a[t2+1]+1)
        k=a[t2+1]*(k//a[t2+1]+1)
        t2+=1
    t2=t1
    k=0
    while(t2>0):
        {{completion}}
    if(min>t):
        min=t
    t1+=1
print(min)
","t+=(k//a[t2-1]+1)
        k=a[t2-1]*(k//a[t2-1]+1)
        t2-=1","t+=(k//a[t2-1]+1)
        k=a[t2-1]*(k//a[t2-1]+1)
        t2-=1"
"import math
n = int(input())
a = list(map(int, input().split(' '))) # numbers w/ ws

c = None
d = 0
for i in range(len(a)):
	p = 0
	t = 0
	for k in a[i+1:]:
		{{completion}}
	t = 0
	for k in reversed(a[:i]):
		d = math.ceil((t+1)/k)
		t = k*d
		p += d
	if c == None or p < c:
		c = p

print(c)","d = math.ceil((t+1)/k)
		t = k*d
		p += d","d = math.ceil((t+1)/k)
		t = k*d
		p += d"
"import math
n = int(input())
a = list(map(int, input().split(' '))) # numbers w/ ws

c = None
d = 0
for i in range(len(a)):
	p = 0
	t = 0
	for k in a[i+1:]:
		d = math.ceil((t+1)/k)
		t = k*d
		p += d
	t = 0
	for k in reversed(a[:i]):
		{{completion}}
	if c == None or p < c:
		c = p

print(c)","d = math.ceil((t+1)/k)
		t = k*d
		p += d","d = math.ceil((t+1)/k)
		t = k*d
		p += d"
"def f(b, i):
    return e(b[::-1], i)

def e(b, i):
    if b == []:
        {{completion}}
    count = 0
    ggg = [0] * len(b)
    for i in range(len(b)):
        ggg[i] = (b[i - 1] * ggg[i - 1]) // b[i] + 1
        count += ggg[i]
    return count

def c(b, i):
    return e(b[i + 1:], 0) + f(b[:i], 0)

a = int(input())
b = input().split()
for i in range(a):
    b[i] = int(b[i])
d = c(b, 1)
for i in range(2, a - 1):
    d = min(d, c(b, i))
print(d)
",return 0,"ggg[i] = (b[i - 1] * ggg[i - 1]) // b[i] + 1
        count += ggg[i]"
"def f(b, i):
    return e(b[::-1], i)

def e(b, i):
    if b == []:
        return 0
    count = 0
    ggg = [0] * len(b)
    for i in range(len(b)):
        {{completion}}
    return count

def c(b, i):
    return e(b[i + 1:], 0) + f(b[:i], 0)

a = int(input())
b = input().split()
for i in range(a):
    b[i] = int(b[i])
d = c(b, 1)
for i in range(2, a - 1):
    d = min(d, c(b, i))
print(d)
","ggg[i] = (b[i - 1] * ggg[i - 1]) // b[i] + 1
        count += ggg[i]","for i in range(len(b)):
    ggg[i] = b[i]
    for j in range(i):
        ggg[j] = min(ggg[j], ggg[j + 1])
        ggg[i] = min(ggg[i], ggg[j])
        count += ggg[i] - ggg[j]"
"

n=int(input())


a=list(map(int,input().split()))
b=[int(0) for _ in range(n)]
m=1e18
for i in range(n):
    c=0
    p=0
    for j in range(i+1,len(b)):
        {{completion}}
    p=0
    for j in range(i-1,-1,-1):
        p+=a[j]-p%a[j]
        c+=p//a[j]
    m=min(m,c)

print(m)


","p+=a[j]-p%a[j]
        c+=p//a[j]","p+=a[j]-p%a[j]
        c+=p//a[j]"
"

n=int(input())


a=list(map(int,input().split()))
b=[int(0) for _ in range(n)]
m=1e18
for i in range(n):
    c=0
    p=0
    for j in range(i+1,len(b)):
        p+=a[j]-p%a[j]
        c+=p//a[j]
    p=0
    for j in range(i-1,-1,-1):
        {{completion}}
    m=min(m,c)

print(m)


","p+=a[j]-p%a[j]
        c+=p//a[j]","p+=a[j]-p%a[j]
        c+=p//a[j]"
"t=lambda:map(int,input().split())
for _ in range(int(input())):{{completion}}","n,m=t();a=[*t()];print(""YNEOS""[sum(a)+max(a)-min(a)+n>m::2])","t=lambda:map(int,input().split())
for _ in range(int(input())):
    n,m=t()
    a=sorted(t())
    print('YNEOS'[sum(max(a[i-1],a[i])for i in range(n))+n>m::2])"
"for _t in range(int(input())):
	n,m = map(int, input().split(' ')) # numbers w/ ws
	a = sorted(map(int, input().split(' ')))

	tot = 0
	dis = 0
	p_i = a[-1]
	for i in a:
		tot += 2*i+1
		if p_i < i:
			dis += p_i
		else:
			{{completion}}
		p_i = i

	if tot-dis <= m:
		print(""YES"")
	else:
		print(""NO"")",dis += i,"print(""YES"")"
"
import sys


def solve():
    {{completion}}


for _ in range(int(input())):
    solve()
","n, m = map(int, input().split())
    num = list(map(int , input().split())) 
    num.sort()
    s = sum(num[1:]) + num[-1] + n
    print(""YES"" if s <= m else ""NO"")","n,m=t();a=[*t()];print(""YNEOS""[sum(a)+max(a)-min(a)+n>m::2])"
"
import sys


def solve():
    n, m = map(int, input().split())
    num = list(map(int , input().split())) 
    num.sort()
    s = sum(num[1:]) + num[-1] + n
    print(""YES"" if s <= m else ""NO"")


for _ in range(int(input())):
    {{completion}}
",solve(),solve()
"import sys
for t in range(int(sys.stdin.readline())):
    n,m = map(int, sys.stdin.readline().strip().split())
    a = list(map(int, sys.stdin.readline().strip().split()))
    if sum(a)-min(a)+max(a) + n <= m:print('yes')
    else:{{completion}}",print('no'),"n, m = map(int, input().split())
    num = list(map(int, input().split())) 
    num.sort()
    s = sum(num[1:]) + num[-1] + n
    print(""YES"" if s <= m else ""NO"")"
"x = lambda: map(int,input().split())
t,= x()
for _ in [1]*t:
    {{completion}}","p,n = x()
    a = [*x()]
    s = sum(a) + (p-1) - min(a)
    print(""YNEOS""[n-1-s<max(a)::2])","t-=1;n,m=x();a=sorted(x());print('YNEOS'[sum(max(a[i-1],a[i])for i in range(n))+n>m::2])"
"def Dist():
    {{completion}}


num_iter = int(input())
for _ in range(num_iter):
    Dist()
    
    ","num_nm = input().split()
    m = int(num_nm[1])
    n = int(num_nm[0])
    
    a = input().split()
    a = list(map(int, a))
    
    wish = n + sum(a) - min(a) + max(a) 
    print(""NO"" if wish >m else ""YES"")","def Dist():
    n,m = map(int,input().split())
    num = list(map(int, input().split())) 
    num.sort()
    s = sum(num[1:]) + num[-1] + n
    print(""YES"" if s <= m else ""NO"")"
"def Dist():
    num_nm = input().split()
    m = int(num_nm[1])
    n = int(num_nm[0])
    
    a = input().split()
    a = list(map(int, a))
    
    wish = n + sum(a) - min(a) + max(a) 
    print(""NO"" if wish >m else ""YES"")


num_iter = int(input())
for _ in range(num_iter):
    {{completion}}
    
    ",Dist(),"num_nm = input().split()
    m = int(num_nm[1])
    n = int(num_nm[0])
    
    a = input().split()
    a = list(map(int, a))
    
    wish = n + sum(a) - min(a) + max(a) 
    print(""NO"" if wish >m else ""YES"")"
"for T in range (int(input())) :
    n,m = map(int, input().strip().split())
    a = sorted(list(map(int,input().strip().split())),reverse=True)
    m -= 2*a[0] + 1
    cont = 0
    for i in range(1,n) :
        if m <= 0 : {{completion}}
        m -= a[i] + 1
        cont +=1

    if cont == n-1 : print('YES')
    else : print ('NO')
",break,"print(""YES"")"
"I=lambda:[*map(int,input().split())]
t,=I()
while t:{{completion}}","t-=1;n,m=I();a=sorted(I());print('YNEOS'[sum(max(a[i-1],a[i])for i in range(n))+n>m::2])","n,m=I();a=I();print(""YNEOS""[sum(a)+max(a)-min(a)+n>m::2])"
"for i in range(int(input())):
	n,m=map(int,input().split())
	a=list(map(int,input().split()))
	if n+sum(a)+max(a)-min(a)>m:
		print(""no"")
	else:
		{{completion}}","print(""yes"")","p,n = x()
    a = [*x()]
    s = sum(a) + (p-1) - min(a)
    print(""YNEOS""[n-1-s<max(a)::2])"
"from collections import Counter, defaultdict, deque
import bisect
from sys import stdin, stdout
from itertools import repeat
import math


MOD = 998244353
input = stdin.readline
finp = [int(x) for x in stdin.buffer.read().split()]

def inp(force_list=False):
    re = list(map(int, input().split()))
    if len(re) == 1 and not force_list:
        return re[0]
    return re

def inst():
    return input().strip()

def gcd(x, y):
   while(y):
       x, y = y, x % y
   return x

def qmod(a, b, mod=MOD):
    res = 1
    while b:
        if b&1:
            res = (res*a)%mod
        b >>= 1
        a = (a*a)%mod
    return res

def inv(a):
    return qmod(a, MOD-2)

INF = 1<<30

class Seg(object):
    def __init__(self, n):
        self._da = [-INF] * (n * 5)
        self._op = [-INF] * (n * 5)

    def update(self, p):
        self._op[p] = max(self._op[p*2], self._op[p*2+1])

    def modify(self, pos, x, p, l, r):
        if l==r-1:
            self._da[p] = self._op[p] = x
            return
        mid = (l+r)//2
        if pos < mid:
            self.modify(pos, x, p*2, l, mid)
        else:
            self.modify(pos, x, p*2 + 1, mid, r)
        self.update(p)

    def query(self, x, y, p, l, r):
        if x <= l and r <= y:
            return self._op[p]
        if x >= r or y<=l:
            return -INF
        mid = (l+r)//2
        return max(self.query(x, y, p*2, l, mid), self.query(x, y, p*2+1, mid, r))


class Fenwick(object):
    def __init__(self, n):
        self._da = [-INF] * (n+2)
        self._mx = n+2

    def max(self, x):
        res = -INF
        while x>0:
            res = max(res, self._da[x])
            x = (x&(x+1))-1
        return res

    def modify(self, p, x):
        while p < self._mx:
            self._da[p] = max(self._da[p], x)
            p |= p+1

def my_main():
    # print(500000)
    # for i in range(500000):
    #     print(1)
    #     print(-1000000000)
    ii = 0 
    kase = finp[ii];ii+=1
    pans = []
    for skase in range(kase):
        # print(""Case #%d: "" % (skase+1), end='')
        n = finp[ii];ii+=1
        da = finp[ii:ii+n];ii+=n
        pref = [0]
        for i in da:
            pref.append(pref[-1] + i)
        spos, sneg = sorted([(pref[i], -i) for i, v in enumerate(pref)]), sorted([(pref[i], i) for i, v in enumerate(pref)])
        ordpos, ordneg = [0] * (n+1), [0] * (n+1)
        pfen, nfen = Fenwick(n), Fenwick(n)
        dmx = {}
        for i in range(n+1):
            ordpos[-spos[i][-1]] = i
            ordneg[sneg[i][-1]] = i
        dp = [0] * (n+1)
        dmx[0] = 0
        pfen.modify(ordpos[0], 0)
        nfen.modify(n+1-ordneg[0], 0)
        for i in range(1, n+1):
            dp[i] = max(i+pfen.max(ordpos[i]), nfen.max(n+1-ordneg[i])-i, dmx.get(pref[i], -INF))
            pfen.modify(ordpos[i], dp[i]-i)
            nfen.modify(n+1-ordneg[i], dp[i]+i)
            if dp[i] > dmx.get(pref[i], -INF):
                {{completion}}
        pans.append(str(dp[n]))
    print('\n'.join(pans))


my_main()


",dmx[pref[i]] = dp[i],"self.modify(pos, x, p, l, mid)"
"from collections import Counter, defaultdict, deque
import bisect
from sys import stdin, stdout
from itertools import repeat
import math


MOD = 998244353
input = stdin.readline
finp = [int(x) for x in stdin.buffer.read().split()]

def inp(force_list=False):
    re = list(map(int, input().split()))
    if len(re) == 1 and not force_list:
        return re[0]
    return re

def inst():
    return input().strip()

def gcd(x, y):
   while(y):
       x, y = y, x % y
   return x

def qmod(a, b, mod=MOD):
    res = 1
    while b:
        if b&1:
            res = (res*a)%mod
        b >>= 1
        a = (a*a)%mod
    return res

def inv(a):
    return qmod(a, MOD-2)

INF = 1<<30

class Seg(object):
    def __init__(self, n):
        self._da = [-INF] * (n * 5)
        self._op = [-INF] * (n * 5)

    def update(self, p):
        self._op[p] = max(self._op[p*2], self._op[p*2+1])

    def modify(self, pos, x, p, l, r):
        if l==r-1:
            self._da[p] = self._op[p] = x
            return
        mid = (l+r)//2
        if pos < mid:
            self.modify(pos, x, p*2, l, mid)
        else:
            {{completion}}
        self.update(p)

    def query(self, x, y, p, l, r):
        if x <= l and r <= y:
            return self._op[p]
        if x >= r or y<=l:
            return -INF
        mid = (l+r)//2
        return max(self.query(x, y, p*2, l, mid), self.query(x, y, p*2+1, mid, r))


class Fenwick(object):
    def __init__(self, n):
        self._da = [-INF] * (n+2)
        self._mx = n+2

    def max(self, x):
        res = -INF
        while x>0:
            res = max(res, self._da[x])
            x = (x&(x+1))-1
        return res

    def modify(self, p, x):
        while p < self._mx:
            self._da[p] = max(self._da[p], x)
            p |= p+1

def my_main():
    # print(500000)
    # for i in range(500000):
    #     print(1)
    #     print(-1000000000)
    ii = 0 
    kase = finp[ii];ii+=1
    pans = []
    for skase in range(kase):
        # print(""Case #%d: "" % (skase+1), end='')
        n = finp[ii];ii+=1
        da = finp[ii:ii+n];ii+=n
        pref = [0]
        for i in da:
            pref.append(pref[-1] + i)
        spos, sneg = sorted([(pref[i], -i) for i, v in enumerate(pref)]), sorted([(pref[i], i) for i, v in enumerate(pref)])
        ordpos, ordneg = [0] * (n+1), [0] * (n+1)
        pfen, nfen = Fenwick(n), Fenwick(n)
        dmx = {}
        for i in range(n+1):
            ordpos[-spos[i][-1]] = i
            ordneg[sneg[i][-1]] = i
        dp = [0] * (n+1)
        dmx[0] = 0
        pfen.modify(ordpos[0], 0)
        nfen.modify(n+1-ordneg[0], 0)
        for i in range(1, n+1):
            dp[i] = max(i+pfen.max(ordpos[i]), nfen.max(n+1-ordneg[i])-i, dmx.get(pref[i], -INF))
            pfen.modify(ordpos[i], dp[i]-i)
            nfen.modify(n+1-ordneg[i], dp[i]+i)
            if dp[i] > dmx.get(pref[i], -INF):
                dmx[pref[i]] = dp[i]
        pans.append(str(dp[n]))
    print('\n'.join(pans))


my_main()


","self.modify(pos, x, p*2 + 1, mid, r)","self.modify(pos, x, p, l, mid)"
"import sys
input = sys.stdin.readline

n = int(input())
ans = []
if n <= 2:
    k = 1
    ans.append("" "".join(map(str, (1, 1))))
elif n == 3:
    k = 2
    ans.append("" "".join(map(str, (1, 1))))
    ans.append("" "".join(map(str, (1, 2))))
else:
    for i in range(100000, -1, -1):
        if 3 * i + 2 <= n:
            {{completion}}
    z = 1
    for i in range(x):
        ans.append("" "".join(map(str, (z + x - i - 1, z + i))))
    z += x
    x += 1
    for i in range(x):
        ans.append("" "".join(map(str, (z + x - i - 1, z + i))))
    z += x
    for i in range((n - 2) % 3):
        ans.append("" "".join(map(str, (z + (n - 2) % 3 - i - 1, z + i))))
    k = len(ans)
print(k)
sys.stdout.write(""\n"".join(ans))","x = i
            break","ans.append("" "".join(map(str, (z + (n - 2) % 3 - i - 1, z + i))))"
"import sys
input = sys.stdin.readline

n = int(input())

o1 = [0] * (n * n)
o2 = [0] * (n * n)
for i in range(n):
    curr = (list(map(int, input().split())))

    for j in range(n):
        {{completion}}
        

row_count = [0] * n
col_count = [0] * n

ct = 0

for u in range(n * n):
    i = o1[u]
    j = o2[u]

    ct += row_count[i] * col_count[j]

    row_count[i] += 1
    col_count[j] += 1


n2 = (n * n - n)//2

ct -= n2 * n2

print(n2 * n2 - ct)
","o1[curr[j] - 1] = i
        o2[curr[j] - 1] = j","o1[As[i][j] - 1] = (i, j)"
"import sys
import random

input = sys.stdin.buffer.readline
read = sys.stdin.buffer.read

N = int(input())
As = [list(map(int, input().split())) for _ in range(N)]

# N = 1500
# As = list(range(1, N ** 2 + 1))
# random.shuffle(As)
# As = [As[i * N:(i + 1) * N] for i in range(N)]

ijs = [0] * (N ** 2)
for i in range(N):
    for j in range(N):
        {{completion}}

answer = 0
row_sum = [0] * N
col_sum = [0] * N
for i, j in ijs:
    l_row = row_sum[i]
    g_row = N - 1 - row_sum[i]
    l_col = col_sum[j]
    g_col = N - 1 - col_sum[j]
    answer += l_col * g_row + g_col * l_row
    row_sum[i] += 1
    col_sum[j] += 1

assert answer % 2 == 0
print(answer // 2)
","ijs[As[i][j] - 1] = (i, j)","ijs[i * N + j] = 1
        row_sum[i] += 1
        col_sum[j] += 1"
"import sys
import bisect

input = sys.stdin.buffer.readline
read = sys.stdin.buffer.read

N, V = map(int, input().split())
Ts = list(map(int, input().split()))
As = list(map(int, input().split()))

points = []
for T, A in zip(Ts, As):
    B = T * V
    x = B - A
    y = B + A
    if x < 0 or y < 0:
        continue
    points.append((x, y))

points.sort()
# print(points)

lis = []
for _, w in points:
    index = bisect.bisect_right(lis, w)
    if index < len(lis):
        lis[index] = w
    else:
        {{completion}}

print(len(lis))

",lis.append(w),print(len(lis))
"from bisect import bisect_right,bisect_left
n,v = map(int,input().split())
t = [*map(int,input().split())]
a = [*map(int,input().split())]
res = []
for i in range(n):
    xi,yi = t[i]*v+a[i],t[i]*v-a[i]
    if(xi>=0 and yi>=0):
        {{completion}}
res.sort()
dp = [float(""inf"")]*(n+3)
dp[0] = 0
dp[n+2] = 0
for i in range(len(res)):
    pos = bisect_right(dp,res[i][1],0,n+2)
    dp[pos] = res[i][1]
for i in range(n,-1,-1):
    if(dp[i]!=float(""inf"")):
        print(i)
        break","res.append((xi,yi))","print(i)
        break"
"from bisect import bisect_right,bisect_left
n,v = map(int,input().split())
t = [*map(int,input().split())]
a = [*map(int,input().split())]
res = []
for i in range(n):
    xi,yi = t[i]*v+a[i],t[i]*v-a[i]
    if(xi>=0 and yi>=0):
        res.append((xi,yi))
res.sort()
dp = [float(""inf"")]*(n+3)
dp[0] = 0
dp[n+2] = 0
for i in range(len(res)):
    pos = bisect_right(dp,res[i][1],0,n+2)
    dp[pos] = res[i][1]
for i in range(n,-1,-1):
    if(dp[i]!=float(""inf"")):
        {{completion}}","print(i)
        break","        print(i)


























































































































"
"t = int(input())
for _ in range(t):

    field = [[0 for _ in range(2*360)] for _ in range(42)]
    vis = [[False for _ in range(2*360)] for _ in range(42)]
    
    n = int(input())
    for _ in range(n):

        line = input().split()
        a, b, c = map(int, line[1:])

        if line[0] == ""C"":
            y = 2*a

            x = 2*b
            while x != 2*c:
                field[y][x] = -1
                x = (x + 1) % 720

            field[y][x] = -1
        else:
            x = 2*c

            for y in range(2*a, 2*b+1):
                field[y][x] = -1


    # for row in field: print(*row)

    def check():
        st = [(0, 0)]

        while st:
            y, x = st.pop(-1)

            x = (x + 720) % 720
            if y < 0 or y >= 42 or field[y][x] < 0: continue

            if vis[y][x]: continue
            vis[y][x] = True

            if y > 40: return True

            for ny in range(y-1, y+1+1):
                for nx in range(x-1, x+1+1):
                    {{completion}}

        return False

    print(""YES"" if check() else ""NO"")
","st.append((ny, nx))",vis[y][x] = True
"from collections import deque

def bfs(graph, start):
    visited = set()
    queue = deque([start])
    while queue:
        vertex = queue.popleft()
        if vertex not in visited:
            visited.add(vertex)
            queue.extend(graph[vertex] - visited)
    return visited

for tc in range(int(input())):
    graph = {}
    for r in range(0, 22):
        for angle in range(0, 360):
            graph[(r,angle)] = set([
                (r, (angle+1)%360),
                (r, (angle-1)%360)])
            if r < 21:
                graph[(r,angle)].add((r+1, angle))
            if r > 0:
                graph[(r,angle)].add((r-1, angle))
    nwalls = int(input())
    for wallid in range(nwalls):
        typ, a, b, c = input().split()
        if typ == 'C':
            rad, t1, t2 = map(int, (a,b,c))
            th = t1
            while th != t2:
                graph[(rad, th)].remove((rad-1, th))
                graph[(rad-1, th)].remove((rad, th))
                th = (th + 1) % 360
                #print(th)
                #print((rad, th%360), (rad-1, th%360))
        else:
            r1, r2, th = map(int, (a,b,c))
            for rad in range(r1, r2):
                {{completion}}
        
    if (0,0) in bfs(graph, (21, 0)):
        print('YES')
    else:
        print('NO')
","graph[(rad, th)].remove((rad, (th-1)%360))
                graph[(rad, (th-1)%360)].remove((rad, th))","































































































































"
