eval_prompt,ground_truth,model_output
"input = __import__('sys').stdin.readline
mapnode = lambda x: int(x)-1


n = int(input())
adj = [[] for _ in range(n)]
for _ in range(n-1):
    u, v = map(mapnode, input().split())
    adj[u].append(v)
    adj[v].append(u)

# dfs
jump = [[0] * n]
depth = [0] * n
stack = [(0, -1)]
while len(stack) > 0:
    u, par = stack.pop()
    jump[0][u] = par
    for v in adj[u]:
        if {{completion}}
            depth[v] = depth[u] + 1
            stack.append((v, u))

for _ in range(19):
    jump.append([jump[-1][jump[-1][u]] for u in range(n)])

# print('depth', depth)
# print('jump', jump)

def lca(u, v):
    if depth[u] < depth[v]:
        u, v = v, u
    
    step = depth[u] - depth[v]
    for i in range(19):
        if (step >> i) & 1 == 1:
            u = jump[i][u]

    if u == v:
        return u
    
    # move up together
    for i in range(18, -1, -1):
        if jump[i][u] != jump[i][v]:
            u, v = jump[i][u], jump[i][v]
    return jump[0][u]


# answer queries
for _ in range(int(input())):
    nk = int(input())
    
    nodes = list(sorted(map(mapnode, input().split()), key=lambda u: -depth[u]))
    mindepth = min(depth[u] for u in nodes)

    # check from lowest depth
    tocheck = [nodes[i] for i in range(1, nk) if nodes[i] != lca(nodes[0], nodes[i])]
    
    # print(subroot+1, [x+1 for x in tocheck], [x+1 for x in nodes])
    ok = len(tocheck) == 0 or all(lca(tocheck[0], u) == u for u in tocheck) and depth[lca(tocheck[0], nodes[0])] <= mindepth
    print('YES' if ok else 'NO')
",v != par:,(step >> i) & 1 == 1:
"input = __import__('sys').stdin.readline
mapnode = lambda x: int(x)-1


n = int(input())
adj = [[] for _ in range(n)]
for _ in range(n-1):
    u, v = map(mapnode, input().split())
    adj[u].append(v)
    adj[v].append(u)

# dfs
jump = [[0] * n]
depth = [0] * n
stack = [(0, -1)]
while len(stack) > 0:
    u, par = stack.pop()
    jump[0][u] = par
    for v in adj[u]:
        if v != par:
            depth[v] = depth[u] + 1
            stack.append((v, u))

for _ in range(19):
    jump.append([jump[-1][jump[-1][u]] for u in range(n)])

# print('depth', depth)
# print('jump', jump)

def lca(u, v):
    if depth[u] < depth[v]:
        u, v = v, u
    
    step = depth[u] - depth[v]
    for i in range(19):
        if {{completion}}
            u = jump[i][u]

    if u == v:
        return u
    
    # move up together
    for i in range(18, -1, -1):
        if jump[i][u] != jump[i][v]:
            u, v = jump[i][u], jump[i][v]
    return jump[0][u]


# answer queries
for _ in range(int(input())):
    nk = int(input())
    
    nodes = list(sorted(map(mapnode, input().split()), key=lambda u: -depth[u]))
    mindepth = min(depth[u] for u in nodes)

    # check from lowest depth
    tocheck = [nodes[i] for i in range(1, nk) if nodes[i] != lca(nodes[0], nodes[i])]
    
    # print(subroot+1, [x+1 for x in tocheck], [x+1 for x in nodes])
    ok = len(tocheck) == 0 or all(lca(tocheck[0], u) == u for u in tocheck) and depth[lca(tocheck[0], nodes[0])] <= mindepth
    print('YES' if ok else 'NO')
",(step >> i) & 1 == 1:,u not in path:
"from collections import defaultdict, deque, Counter
import sys
from decimal import *
from heapq import heapify, heappop, heappush
import math
import random
import string
from copy import deepcopy
from itertools import combinations, permutations, product
from operator import mul, itemgetter
from functools import reduce, lru_cache
from bisect import bisect_left, bisect_right

def input():
    return sys.stdin.readline().rstrip()
def getN():
    return int(input())
def getNM():
    return map(int, input().split())
def getList():
    return list(map(int, input().split()))
def getListGraph():
    return list(map(lambda x:int(x) - 1, input().split()))
def getArray(intn):
    return [int(input()) for i in range(intn)]

mod = 10 ** 9 + 7
MOD = 998244353

# import pypyjit
# pypyjit.set_param('max_unroll_recursion=-1')
inf = float('inf')
eps = 10 ** (-12)
dy = [0, 1, 0, -1]
dx = [1, 0, -1, 0]

#############
# Main Code #
#############

# lca
class Doubling():
    def __init__(self, n, edges, root):
        self.n = n
        self.logn = n.bit_length()
        self.doubling = [[-1] * self.n for _ in range(self.logn)]
        self.depth = [-1] * N
        self.depth[root] = 0
        # bfs
        par = [-1] * N
        pos = deque([root])
        while len(pos) > 0:
            u = pos.popleft()
            for v in edges[u]:
                if {{completion}}
                    self.depth[v] = self.depth[u] + 1
                    par[v] = u
                    pos.append(v)
        # doubling
        for i in range(self.n):
            self.doubling[0][i] = par[i]
        for i in range(1, self.logn):
            for j in range(self.n):
                if self.doubling[i - 1][j] == -1:
                    self.doubling[i][j] = -1
                else:
                    self.doubling[i][j] = self.doubling[i - 1][self.doubling[i - 1][j]]

    def lca(self, u, v):
        if self.depth[v] < self.depth[u]:
            u, v = v, u
        du = self.depth[u]
        dv = self.depth[v]

        for i in range(self.logn):
            if (dv - du) >> i & 1:
                v = self.doubling[i][v]
        if u == v: return u

        for i in range(self.logn - 1, -1, -1):
            pu, pv = self.doubling[i][u], self.doubling[i][v]
            if pu != pv:
                u, v = pu, pv
        return self.doubling[0][u]

    def upstream(self, s, t):
        if t == 0:
            return s
        now = s
        for k in range(self.logn):
            if t & (1 << k):
                now = self.doubling[k][now]
        return now

N = getN()
E = [[] for i in range(N)]
for _ in range(N - 1):
    a, b = getNM()
    E[a - 1].append(b - 1)
    E[b - 1].append(a - 1)

D = Doubling(N, E, 0)
Q = getN()
for _ in range(Q):
    q_n = getN()
    V = sorted([[D.depth[p], p] for p in getListGraph()])
    p1 = V.pop()[1]
    flag = True
    while V:
        p2 = V.pop()[1]
        lca_p = D.lca(p1, p2)
        if lca_p != p2:
            while V:
                opt_p = V.pop()[1]
                # print(D.lca(p1, opt_p), (D.lca(p2, opt_p)))
                if not (opt_p == lca_p or ((D.lca(p1, opt_p) == opt_p) ^ (D.lca(p2, opt_p) == opt_p))):
                    flag = False

    print(""YES"" if flag else ""NO"")",self.depth[v] == -1:,"not (opt_p == lca_p or ((D.lca(p1, opt_p) == opt_p) ^ (D.lca(p2, opt_p) == opt_p))):"
"from collections import defaultdict, deque, Counter
import sys
from decimal import *
from heapq import heapify, heappop, heappush
import math
import random
import string
from copy import deepcopy
from itertools import combinations, permutations, product
from operator import mul, itemgetter
from functools import reduce, lru_cache
from bisect import bisect_left, bisect_right

def input():
    return sys.stdin.readline().rstrip()
def getN():
    return int(input())
def getNM():
    return map(int, input().split())
def getList():
    return list(map(int, input().split()))
def getListGraph():
    return list(map(lambda x:int(x) - 1, input().split()))
def getArray(intn):
    return [int(input()) for i in range(intn)]

mod = 10 ** 9 + 7
MOD = 998244353

# import pypyjit
# pypyjit.set_param('max_unroll_recursion=-1')
inf = float('inf')
eps = 10 ** (-12)
dy = [0, 1, 0, -1]
dx = [1, 0, -1, 0]

#############
# Main Code #
#############

# lca
class Doubling():
    def __init__(self, n, edges, root):
        self.n = n
        self.logn = n.bit_length()
        self.doubling = [[-1] * self.n for _ in range(self.logn)]
        self.depth = [-1] * N
        self.depth[root] = 0
        # bfs
        par = [-1] * N
        pos = deque([root])
        while len(pos) > 0:
            u = pos.popleft()
            for v in edges[u]:
                if self.depth[v] == -1:
                    self.depth[v] = self.depth[u] + 1
                    par[v] = u
                    pos.append(v)
        # doubling
        for i in range(self.n):
            self.doubling[0][i] = par[i]
        for i in range(1, self.logn):
            for j in range(self.n):
                if self.doubling[i - 1][j] == -1:
                    self.doubling[i][j] = -1
                else:
                    self.doubling[i][j] = self.doubling[i - 1][self.doubling[i - 1][j]]

    def lca(self, u, v):
        if self.depth[v] < self.depth[u]:
            u, v = v, u
        du = self.depth[u]
        dv = self.depth[v]

        for i in range(self.logn):
            if (dv - du) >> i & 1:
                v = self.doubling[i][v]
        if u == v: return u

        for i in range(self.logn - 1, -1, -1):
            pu, pv = self.doubling[i][u], self.doubling[i][v]
            if pu != pv:
                u, v = pu, pv
        return self.doubling[0][u]

    def upstream(self, s, t):
        if t == 0:
            return s
        now = s
        for k in range(self.logn):
            if t & (1 << k):
                now = self.doubling[k][now]
        return now

N = getN()
E = [[] for i in range(N)]
for _ in range(N - 1):
    a, b = getNM()
    E[a - 1].append(b - 1)
    E[b - 1].append(a - 1)

D = Doubling(N, E, 0)
Q = getN()
for _ in range(Q):
    q_n = getN()
    V = sorted([[D.depth[p], p] for p in getListGraph()])
    p1 = V.pop()[1]
    flag = True
    while V:
        p2 = V.pop()[1]
        lca_p = D.lca(p1, p2)
        if lca_p != p2:
            while V:
                opt_p = V.pop()[1]
                # print(D.lca(p1, opt_p), (D.lca(p2, opt_p)))
                if {{completion}}
                    flag = False

    print(""YES"" if flag else ""NO"")","not (opt_p == lca_p or ((D.lca(p1, opt_p) == opt_p) ^ (D.lca(p2, opt_p) == opt_p))):",self.depth[v] == -1:
"from collections import deque;import math
import sys;I=sys.stdin.readline;R=lambda:map(lambda x:int(x)-1,input().split())
n=int(I());g=[[] for _ in range(n)]
for _ in [0]*(n-1):
  u,v=R();g[u].append(v);g[v].append(u)

h=math.ceil(math.log2(n))
fa=[[-1]*(h+1) for _ in range(n)];dep=[0]*n
q=deque([0])
while q:
  u=q.popleft()
  for v in g[u]:
      if {{completion}}fa[v][0]=u;dep[v]=dep[u]+1;q.append(v)
for i in range(1,h+1):
  for u in range(n):
    fa[u][i]=fa[fa[u][i-1]][i-1]
def lca(u,v):
  if dep[u]<dep[v]:u,v=v,u
  for i in range(h,-1,-1):
    if dep[v]+(1<<i)<=dep[u]:u=fa[u][i]
  if u==v:return u
  for i in range(h,-1,-1):
    if fa[u][i]!=fa[v][i]:u=fa[u][i];v=fa[v][i]
  return fa[u][0]

for _ in [0]*int(I()):
  k=int(I());p=[*R()];z='YES'
  if k<=2:print(z);continue
  p.sort(key=lambda u:dep[u])
  u=p.pop();v=p.pop();f=lca(u,v)
  while p and f==v:u=v;v=p.pop();f=lca(u,v)
  for x in p:
    if dep[x]<=dep[f] and x!=f or lca(u,x)!=x and lca(v,x)!=x:
      z='NO';break
  print(z)",v!=fa[u][0]:,dep[v]+(1<<i)<=dep[u]:
"from collections import deque;import math
import sys;I=sys.stdin.readline;R=lambda:map(lambda x:int(x)-1,input().split())
n=int(I());g=[[] for _ in range(n)]
for _ in [0]*(n-1):
  u,v=R();g[u].append(v);g[v].append(u)

h=math.ceil(math.log2(n))
fa=[[-1]*(h+1) for _ in range(n)];dep=[0]*n
q=deque([0])
while q:
  u=q.popleft()
  for v in g[u]:
      if v!=fa[u][0]:fa[v][0]=u;dep[v]=dep[u]+1;q.append(v)
for i in range(1,h+1):
  for u in range(n):
    fa[u][i]=fa[fa[u][i-1]][i-1]
def lca(u,v):
  if dep[u]<dep[v]:u,v=v,u
  for i in range(h,-1,-1):
    if {{completion}}u=fa[u][i]
  if u==v:return u
  for i in range(h,-1,-1):
    if fa[u][i]!=fa[v][i]:u=fa[u][i];v=fa[v][i]
  return fa[u][0]

for _ in [0]*int(I()):
  k=int(I());p=[*R()];z='YES'
  if k<=2:print(z);continue
  p.sort(key=lambda u:dep[u])
  u=p.pop();v=p.pop();f=lca(u,v)
  while p and f==v:u=v;v=p.pop();f=lca(u,v)
  for x in p:
    if dep[x]<=dep[f] and x!=f or lca(u,x)!=x and lca(v,x)!=x:
      z='NO';break
  print(z)",dep[v]+(1<<i)<=dep[u]:,u=fa[u][i]
"from sys import stdin
input = stdin.readline

inp = lambda : list(map(int,input().split()))

def dfs(p , prev , lvl):

    s = [[p , prev , lvl]]

    while(len(s)):

        p , prev , lvl = s.pop()

        level[p] = lvl
        parent[p][0] = prev
        for i in child[p]:
            if(i == prev):continue

            s.append([i , p , lvl + 1])

def lca(u,v):

    if(level[u] > level[v]):u,v=v,u

    dist=level[v] - level[u]
    for i in range(20,-1,-1):
        if(dist >> i & 1):
            v=parent[v][i]

    if(u==v):return u
    for i in range(20,-1,-1):
        if(parent[u][i] != parent[v][i]):
            u=parent[u][i]
            v=parent[v][i]

    return parent[u][0]

for T in range(1):

    n = int(input())
    child = [[] for i in range(n + 1)]
    for i in range(n - 1):
        u , v = inp()
        child[u].append(v)
        child[v].append(u)


    level = [0 for i in range(n + 1)]
    parent=[[-1 for i in range(21)] for j in range(n + 1)]
    dfs(1 , -1 , 1)

    for j in range(1 , 21):
        for i in range(1 , n + 1):
            if(parent[i][j - 1] == -1):continue
            
            parent[i][j] = parent[parent[i][j - 1]][j - 1]


    for q in range(int(input())):

        x = int(input())
        a = inp()

        maxval = 0
        for i in range(x):
            if(maxval < level[a[i]]):
                maxval = level[a[i]]
                left = a[i]


        maxval = 0
        for i in range(x):
            if(lca(a[i] , left) != a[i]):

                if{{completion}}
                    maxval = level[a[i]]
                    right = a[i]

        if(maxval == 0):
            print('YES')
            continue


        ok = True
        Lca = lca(left , right)
        for i in range(x):
            if(a[i] == Lca):continue
            
            if(lca(Lca , a[i]) == a[i]):
                ok = False
                break

            if(lca(a[i] , left) != a[i] and lca(a[i] , right) != a[i]):
                ok = False
                break

        if(ok):print('YES')
        else:print('NO')

            
            
",(maxval < level[a[i]]):,v[j]==0:
"from sys import stdin
input = stdin.readline

inp = lambda : list(map(int,input().split()))

def dfs(p , prev , lvl):

    s = [[p , prev , lvl]]

    while(len(s)):

        p , prev , lvl = s.pop()

        level[p] = lvl
        parent[p][0] = prev
        for i in child[p]:
            if{{completion}}continue

            s.append([i , p , lvl + 1])

def lca(u,v):

    if(level[u] > level[v]):u,v=v,u

    dist=level[v] - level[u]
    for i in range(20,-1,-1):
        if(dist >> i & 1):
            v=parent[v][i]

    if(u==v):return u
    for i in range(20,-1,-1):
        if(parent[u][i] != parent[v][i]):
            u=parent[u][i]
            v=parent[v][i]

    return parent[u][0]

for T in range(1):

    n = int(input())
    child = [[] for i in range(n + 1)]
    for i in range(n - 1):
        u , v = inp()
        child[u].append(v)
        child[v].append(u)


    level = [0 for i in range(n + 1)]
    parent=[[-1 for i in range(21)] for j in range(n + 1)]
    dfs(1 , -1 , 1)

    for j in range(1 , 21):
        for i in range(1 , n + 1):
            if(parent[i][j - 1] == -1):continue
            
            parent[i][j] = parent[parent[i][j - 1]][j - 1]


    for q in range(int(input())):

        x = int(input())
        a = inp()

        maxval = 0
        for i in range(x):
            if(maxval < level[a[i]]):
                maxval = level[a[i]]
                left = a[i]


        maxval = 0
        for i in range(x):
            if(lca(a[i] , left) != a[i]):

                if(maxval < level[a[i]]):
                    maxval = level[a[i]]
                    right = a[i]

        if(maxval == 0):
            print('YES')
            continue


        ok = True
        Lca = lca(left , right)
        for i in range(x):
            if(a[i] == Lca):continue
            
            if(lca(Lca , a[i]) == a[i]):
                ok = False
                break

            if(lca(a[i] , left) != a[i] and lca(a[i] , right) != a[i]):
                ok = False
                break

        if(ok):print('YES')
        else:print('NO')

            
            
",(i == prev):,(maxval < level[a[i]]):
"import sys


class LCA:
    def __init__(self, g, root=0):
        self.g = g
        self.root = root
        n = len(g)
        self.logn = (n - 1).bit_length()
        self.depth = [None] * n
        self.parent = [[None] * self.logn for _ in range(n)]
        self._dfs()
        self._doubling()

    def _dfs(self):
        self.depth[self.root] = 0
        stack = [self.root]
        while stack:
            u = stack.pop()
            for v in self.g[u]:
                if {{completion}}
                    self.depth[v] = self.depth[u] + 1
                    self.parent[v][0] = u
                    stack.append(v)

    def _doubling(self):
        for i in range(self.logn - 1):
            for p in self.parent:
                if p[i] is not None:
                    p[i + 1] = self.parent[p[i]][i]

    def lca(self, u, v):
        if self.depth[v] < self.depth[u]:
            u, v = v, u
        d = self.depth[v] - self.depth[u]
        for i in range(d.bit_length()):
            if d >> i & 1:
                v = self.parent[v][i]
        if u == v:
            return u
        for i in reversed(range(self.logn)):
            if (pu := self.parent[u][i]) != (pv := self.parent[v][i]):
                u, v = pu, pv
        return self.parent[u][i]


def query(lca):
    k = int(sys.stdin.readline())
    p = sorted(
        (int(x) - 1 for x in sys.stdin.readline().split()),
        key=lca.depth.__getitem__,
        reverse=True,
    )
    branch = []
    top = p[0]
    for x in p[1:]:
        if lca.lca(top, x) == x:
            top = x
        else:
            branch.append(x)
    if not branch:
        return True
    if lca.lca(branch[0], p[0]) != lca.lca(branch[0], top):
        return False
    for i in range(1, len(branch)):
        if lca.lca(branch[i - 1], branch[i]) != branch[i]:
            return False
    return True


n = int(input())
g = [[] for _ in range(n)]
for _ in range(n - 1):
    u, v = (int(x) - 1 for x in sys.stdin.readline().split())
    g[u].append(v)
    g[v].append(u)
lca = LCA(g)
for _ in range(int(input())):
    print(""YES"" if query(lca) else ""NO"")
",self.depth[v] is None:,p[i] is not None:
"import sys


class LCA:
    def __init__(self, g, root=0):
        self.g = g
        self.root = root
        n = len(g)
        self.logn = (n - 1).bit_length()
        self.depth = [None] * n
        self.parent = [[None] * self.logn for _ in range(n)]
        self._dfs()
        self._doubling()

    def _dfs(self):
        self.depth[self.root] = 0
        stack = [self.root]
        while stack:
            u = stack.pop()
            for v in self.g[u]:
                if self.depth[v] is None:
                    self.depth[v] = self.depth[u] + 1
                    self.parent[v][0] = u
                    stack.append(v)

    def _doubling(self):
        for i in range(self.logn - 1):
            for p in self.parent:
                if {{completion}}
                    p[i + 1] = self.parent[p[i]][i]

    def lca(self, u, v):
        if self.depth[v] < self.depth[u]:
            u, v = v, u
        d = self.depth[v] - self.depth[u]
        for i in range(d.bit_length()):
            if d >> i & 1:
                v = self.parent[v][i]
        if u == v:
            return u
        for i in reversed(range(self.logn)):
            if (pu := self.parent[u][i]) != (pv := self.parent[v][i]):
                u, v = pu, pv
        return self.parent[u][i]


def query(lca):
    k = int(sys.stdin.readline())
    p = sorted(
        (int(x) - 1 for x in sys.stdin.readline().split()),
        key=lca.depth.__getitem__,
        reverse=True,
    )
    branch = []
    top = p[0]
    for x in p[1:]:
        if lca.lca(top, x) == x:
            top = x
        else:
            branch.append(x)
    if not branch:
        return True
    if lca.lca(branch[0], p[0]) != lca.lca(branch[0], top):
        return False
    for i in range(1, len(branch)):
        if lca.lca(branch[i - 1], branch[i]) != branch[i]:
            return False
    return True


n = int(input())
g = [[] for _ in range(n)]
for _ in range(n - 1):
    u, v = (int(x) - 1 for x in sys.stdin.readline().split())
    g[u].append(v)
    g[v].append(u)
lca = LCA(g)
for _ in range(int(input())):
    print(""YES"" if query(lca) else ""NO"")
",p[i] is not None:,self.depth[v] is None:
"from collections import Counter
for _ in range(int(input())):
    n=int(input());
    l=list(map(int, input().split()));c = Counter(l);
    if {{completion}}
        print(-1); continue
    print(*[i if i!=0 and l[i]==l[i-1] else i+c[l[i]] for i in range(n)])",any(x == 1 for x in c.values()):,c[l[i]]>1:
"import collections
import sys

input = sys.stdin.readline

for _ in range(int(input())):
    n = int(input())
    data = dict(collections.Counter(map(int, input().split())))

    if min(list(data.values())) > 1:
        last = 1
        for i in data.keys():
            print(last + data[i] - 1, end=' ')
            for {{completion}}
                print(j, end=' ')
            last = last + data[i]
        print()
    else:
        print(-1)
","j in range(last, last + data[i] - 1):","this is the start of the ground truth
for i in range(1, n):
    if data[i] > 1:
        print(-1)
        break
    else:
        for j in range(i + 1, n + 1):
            if j not in data:
                print(-1)
                break
            elif data[j] > 1:
                print(-1)
                break
        else:
            for j in range(1, n + 1):
                if"
"for t in range(int(input())):
    n=int(input())
    x=list(map(int,input().split()))
    g={}
    if n==1:
        print(-1)
    else:


        for i in range(n-1):
            if not((x[i]==x[i+1] or x[i]==x[i-1]) and ( x[-1]==x[-2])):
                print(-1)
                break
            g[x[i]]=[]


        else:
            for i in range(n):
                g[x[i]].append(i+1)
            for i,j in g.items():
                for {{completion}}
                    print(j[q-1],end=' ')
            print()
            
        
        ",q in range(len(j)):,i==0 or i==n-1:
"t = int(input())
for i in range(t):
    n = int(input())
    s = [int(x) for x in input().split(' ')]
    s.append('A')
    f = 0
    p = s[0]
    c = 0
    for x in range(n+1):
        if s[x] == p:
            s[x] = str(x)
            c+=1
        else:
            if {{completion}}
                s = -1
                break
            else:
                s[f] = str(x)
                f = x
                p = s[x]
                c = 1
    if s != -1:
        s.pop()
        print(' '.join(s))
    else:
        print(s)
",c == 1:,c == 1:
"import sys
input=sys.stdin.readline
for _ in range(int(input())):
    n=int(input())
    x=tuple(map(int,input().split()))
    if n==1:
        print(-1)
        continue
    ans=[-1]*n
    extra=[]
    visited=[False]*n
    for i in range(n-1,-1,-1):
        if i!=0 and x[i]==x[i-1]:
            ans[i]=i
            visited[i-1]=True
            if not visited[i]:
                extra.append(i+1)
        else:
            if {{completion}}
                ans[i]=extra.pop()
            else:
                print(-1)
                break
    else:
        print(*ans)
",extra:,i==0 or x[i]!=x[i-1]:
"from sys import stdin
input = stdin.readline

I = lambda : list(map(int, input().split()))

def solve(N,A):
    dic = {}
    
    for i in range(N):
        if {{completion}}
            dic[A[i]] = []
        dic[A[i]].append(i)

    ans = [0]*N
    for k in dic.keys():
        l = dic[k]
        if len(l) == 1:
            return [-1]
        for i in range(len(l)):
            ans[l[i]] = l[(i-1)%len(l)] + 1
    return ans
    
T = int(input())

for _ in range(T):
    N = int(input())
    A = I()
    print(*solve(N,A))",A[i] not in dic:,len(l) == 1:
"from sys import stdin
input = stdin.readline

I = lambda : list(map(int, input().split()))

def solve(N,A):
    dic = {}
    
    for i in range(N):
        if A[i] not in dic:
            dic[A[i]] = []
        dic[A[i]].append(i)

    ans = [0]*N
    for k in dic.keys():
        l = dic[k]
        if {{completion}}
            return [-1]
        for i in range(len(l)):
            ans[l[i]] = l[(i-1)%len(l)] + 1
    return ans
    
T = int(input())

for _ in range(T):
    N = int(input())
    A = I()
    print(*solve(N,A))",len(l) == 1:,len(l)==1:
"for _ in range(int(input())):
    n = int(input())
    arr = list(map(int,input().split()))
    freq = {}
    for i in arr:
        if(i in freq): freq[i] += 1
        else: freq[i] = 1
    for i in freq:
        if(freq[i] == 1): #not in pairs
            print(-1);break
    else:
        ans2 = []
        for i in freq:
            res = []
            res.append(freq[i]+len(ans2))
            for {{completion}}
                res.append(j+len(ans2))
            ans2.extend(res)
        print(*ans2)","j in range(1,freq[i]):",j == i:
"from bisect import bisect_left

cases = int(input())
for run in range(cases):
    n = int(input())
    shoes = input().split()
    for x in range(len(shoes)):
        shoes[x] = int(shoes[x])
    
    perm = []
    i = 0

    while i < len(shoes) and perm != [-1]:
        p = bisect_left(shoes,shoes[i]+1)-1
        if {{completion}}
            perm = [-1]
        else:
            perm.append(p+1)
            perm += list(range(i+1,p+1))
            i = p+1
            
    print("" "".join([str(int) for int in perm]))
                
                
            
",p == i:,p == len(shoes)-1:
"import sys
sys.setrecursionlimit(300000)

import faulthandler
faulthandler.enable()

n, k = map(int, input().split())
MOD = 10**9 + 7

fact = [1 for i in range(n+1)]
for i in range(2, n+1):
	fact[i] = i*fact[i-1] % MOD

inv_fact = [1 for i in range(n+1)]
inv_fact[-1] = pow(fact[-1], MOD-2, MOD)
for i in range(1, n):
	inv_fact[n-i] = (n-i+1)*inv_fact[n-i+1] % MOD

def comb(a, b):
	if a < b:
		return 0
	return fact[a]*inv_fact[b]*inv_fact[a-b] % MOD

edges = [[] for i in range(n)]
for _ in range(n-1):
	x, y = map(lambda a: int(a)-1, input().split())
	edges[x].append(y)
	edges[y].append(x)

ends = [[] for i in range(n)]

visited = [0 for i in range(n)]
totals = [1 for i in range(n)]
dfs_stack = [0]

while len(dfs_stack) > 0:
	node = dfs_stack[-1]

	if visited[node] == 1:
		visited[node] = 2

		for next_node in edges[node]:
			if visited[next_node] == 2:
				totals[node] += totals[next_node]
				ends[node].append(totals[next_node])

		ends[node].append(n-totals[node])
		dfs_stack.pop()
	else:
		visited[node] = 1

		for next_node in edges[node]:
			if {{completion}}
				dfs_stack.append(next_node)

z = n*n * comb(n, k) % MOD
node_v = [0 for i in range(n)]

for i in range(n):
	node_v[i] = sum(comb(e, k) for e in ends[i]) % MOD

	for e in ends[i]:
		z = (z - e*e * (comb(n-e, k) + comb(e, k) - node_v[i])) % MOD

print(z)",visited[next_node] == 0:,visited[next_node] == 2:
"import sys
sys.setrecursionlimit(300000)

import faulthandler
faulthandler.enable()

n, k = map(int, input().split())
MOD = 10**9 + 7

fact = [1 for i in range(n+1)]
for i in range(2, n+1):
	fact[i] = i*fact[i-1] % MOD

inv_fact = [1 for i in range(n+1)]
inv_fact[-1] = pow(fact[-1], MOD-2, MOD)
for i in range(1, n):
	inv_fact[n-i] = (n-i+1)*inv_fact[n-i+1] % MOD

def comb(a, b):
	if a < b:
		return 0
	return fact[a]*inv_fact[b]*inv_fact[a-b] % MOD

edges = [[] for i in range(n)]
for _ in range(n-1):
	x, y = map(lambda a: int(a)-1, input().split())
	edges[x].append(y)
	edges[y].append(x)

ends = [[] for i in range(n)]

visited = [0 for i in range(n)]
totals = [1 for i in range(n)]
dfs_stack = [0]

while len(dfs_stack) > 0:
	node = dfs_stack[-1]

	if visited[node] == 1:
		visited[node] = 2

		for next_node in edges[node]:
			if {{completion}}
				totals[node] += totals[next_node]
				ends[node].append(totals[next_node])

		ends[node].append(n-totals[node])
		dfs_stack.pop()
	else:
		visited[node] = 1

		for next_node in edges[node]:
			if visited[next_node] == 0:
				dfs_stack.append(next_node)

z = n*n * comb(n, k) % MOD
node_v = [0 for i in range(n)]

for i in range(n):
	node_v[i] = sum(comb(e, k) for e in ends[i]) % MOD

	for e in ends[i]:
		z = (z - e*e * (comb(n-e, k) + comb(e, k) - node_v[i])) % MOD

print(z)",visited[next_node] == 2:,visited[next_node] == 2:
"# import io,os
# read = io.BytesIO(os.read(0, os.fstat(0).st_size))
# I = lambda: [*map(int, read.readline().split())]

import sys
I=lambda:[*map(int,sys.stdin.readline().split())]

M = 10 ** 9 + 7

n, k = I()

binomk = [0] * k
binomk.append(1)
for i in range(k + 1, n + 1):
	binomk.append(binomk[-1] * i * pow(i - k, M - 2, M) % M)
neighbors = [[] for i in range(n)]
for i in range(n - 1):
	a, b = I()
	a -= 1
	b -= 1
	neighbors[a].append(b)
	neighbors[b].append(a)
parents = [None] + [-1] * (n - 1)
children = [[] for i in range(n)]
layer = [0]
while layer:
	newlayer = []
	for guy in layer:
		for boi in neighbors[guy]:
			if {{completion}}
				children[guy].append(boi)
				parents[boi] = guy
				newlayer.append(boi)
	layer = newlayer
size = [0] * n
q = []
for i in range(n):
	if len(children[i]) == 0:
		q.append(i)
qind = 0
left = [len(children[i]) for i in range(n)]
while qind < len(q):
	v = q[qind]
	tot = 1
	for guy in children[v]:
		tot += size[guy]
	size[v] = tot
	if parents[v] is None:
		break
	left[parents[v]] -= 1
	if left[parents[v]] == 0:
		q.append(parents[v])
	qind += 1

answer = 0
for i in range(n):
	things = []
	for guy in children[i]:
		things.append(size[guy])
	if i != 0:
		things.append(n - 1 - sum(things))
	bins = [binomk[i] for i in things]
	ss = sum(bins) % M
	for guy in things:
		answer = (answer + (n - guy) * guy * binomk[n - guy]) % M
		answer = (answer - (n - guy) * guy * (ss - binomk[guy])) % M
	answer = (answer + n * binomk[n]) % M
	answer = (answer - ss * n) % M
print(answer)
",boi != parents[guy]:,boi in neighbors[guy]:
