eval_prompt,ground_truth,model_output
"def solve():
    n = int(input())
    g = [[] for _ in range(n)]

    for _ in range(n-1):
        u, v = [int(t) for t in input().split()]
        u -= 1
        v -= 1
        g[u].append(v)
        g[v].append(u)

    q = int(input())
    for _ in range(q):
        input()
        S = [int(t)-1 for t in input().split()]

        in_S = [0] * n
        for v in S:
            in_S[v] = 1

        v = S[0]
        w = farthest(g, v, in_S)
        y = farthest(g, w, in_S)
        P = set(path(g, w, y))
        ans = ""YES"" if P.issuperset(S) else ""NO""

        print(ans)


def farthest(g, v, in_S):
    queue = [v]
    depth = [-1] * len(g)
    depth[v] = 0
    res = (0, v)
    for v in queue:
        if in_S[v]:
            res = max(res, (depth[v], v))
        for nei in g[v]:
            if depth[nei] == -1:
                queue.append(nei)
                depth[nei] = depth[v] + 1
    return res[1]

def path(g, st, en):
    queue = [st]
    prev = [-1] * len(g)
    prev[st] = st
    for v in queue:
        for nei in g[v]:
            if {{completion}}:
                queue.append(nei)
                prev[nei] = v

    res = [en]
    while prev[res[-1]] != res[-1]:
        res.append(prev[res[-1]])

    return res[::-1]


import sys, os, io
input = lambda: sys.stdin.readline().rstrip('\r\n')
stdout = io.BytesIO()
sys.stdout.write = lambda s: stdout.write(s.encode(""ascii""))

solve()

os.write(1, stdout.getvalue())",prev[nei] == -1,nei == en
"import sys
from array import array


class graph:
    def __init__(self, n):
        self.n, self.gdict = n, [array('i') for _ in range(n + 1)]

    def add_edge(self, node1, node2):
        self.gdict[node1].append(node2)
        self.gdict[node2].append(node1)

    def dfs(self, root):
        stk, ret = array('i', [root]), 0

        while stk:
            node = stk.pop()
            for ch in self.gdict[node]:
                if not vis[ch]:
                    vis[ch] = True

                    while {{completion}}:
                        vis[stk.pop()] = 0

                    ret |= mem[ch]
                    stk.append(ch)
        return ret


input = lambda: sys.stdin.buffer.readline().decode().strip()
n = int(input())
g = graph(n)

for _ in range(n - 1):
    u, v = map(int, input().split())
    g.add_edge(u, v)

for i in range(int(input())):
    k, a = int(input()), array('i', [int(x) for x in input().split()])
    vis = array('b', [False] * (n + 1))
    mem = array('b', [0] * (n + 1))
    vis[a[0]], paths = 1, 0

    for j in a:
        mem[j] = 1

    for j in g.gdict[a[0]]:
        vis[j] = 1
        paths += g.dfs(j) | mem[j]

    for j in a:
        if not vis[j]:
            paths = 3
            break

    print('yes' if paths < 3 else 'no')
",mem[ch] and stk,stk and mem[stk[-1]] == 
"from collections import deque
import sys
input = lambda: sys.stdin.readline().rstrip()

def solve():
    n = int(input())
    G = [[] for _ in range(n)]
    for _ in range(n - 1):
        u, v = [int(x) - 1 for x in input().split()]
        G[u].append(v)
        G[v].append(u)
    
    # build a tree with BFS
    par = [-1] * n
    depth = [0] * n
    q = deque([0])
    while q:
        u = q.popleft()
        for v in G[u]:
            if {{completion}}:
                par[v] = u
                depth[v] = depth[u] + 1
                q.append(v)

    # Path to LCA
    def build_path(u, v):
        path = []
        if depth[u] < depth[v]:
            u, v = v, u
        while depth[u] > depth[v]:
            path.append(u)
            u = par[u]
        while u != v:
            path.append(u)
            path.append(v)
            u, v = par[u], par[v]
        path.append(u)
        return path


    res = []
    q = int(input())
    for _ in range(q):
        k = int(input())
        P = [int(x) - 1 for x in input().split()]
        
        if k == 1:
            res.append(""YES"")
            continue
        
        P.sort(key=lambda u: depth[u])
        u = P.pop()
        v = P.pop()        
        path = build_path(u, v)
        
        while P and u == path[0] and v == path[-1]:
            u = v
            v = P.pop()
            path = build_path(u, v)

        ans = ""YES""
        for u in P:
            if u not in path:
                ans = ""NO""
                break
        res.append(ans)

    return res

res = solve()
print(""\n"".join(res))",v != par[u],par[v] == u
"from collections import deque
import sys
input = lambda: sys.stdin.readline().rstrip()

def solve():
    n = int(input())
    G = [[] for _ in range(n)]
    for _ in range(n - 1):
        u, v = [int(x) - 1 for x in input().split()]
        G[u].append(v)
        G[v].append(u)
    
    # build a tree with BFS
    par = [-1] * n
    depth = [0] * n
    q = deque([0])
    while q:
        u = q.popleft()
        for v in G[u]:
            if v != par[u]:
                par[v] = u
                depth[v] = depth[u] + 1
                q.append(v)

    # Path to LCA
    def build_path(u, v):
        path = []
        if depth[u] < depth[v]:
            u, v = v, u
        while depth[u] > depth[v]:
            path.append(u)
            u = par[u]
        while u != v:
            path.append(u)
            path.append(v)
            u, v = par[u], par[v]
        path.append(u)
        return path


    res = []
    q = int(input())
    for _ in range(q):
        k = int(input())
        P = [int(x) - 1 for x in input().split()]
        
        if k == 1:
            res.append(""YES"")
            continue
        
        P.sort(key=lambda u: depth[u])
        u = P.pop()
        v = P.pop()        
        path = build_path(u, v)
        
        while P and u == path[0] and v == path[-1]:
            u = v
            v = P.pop()
            path = build_path(u, v)

        ans = ""YES""
        for u in P:
            if {{completion}}:
                ans = ""NO""
                break
        res.append(ans)

    return res

res = solve()
print(""\n"".join(res))",u not in path,u != path[-1]
"input = __import__('sys').stdin.readline
mapnode = lambda x: int(x)-1


n = int(input())
adj = [[] for _ in range(n)]
for _ in range(n-1):
    u, v = map(mapnode, input().split())
    adj[u].append(v)
    adj[v].append(u)

# dfs
jump = [[0] * n]
depth = [0] * n
stack = [(0, -1)]
while len(stack) > 0:
    u, par = stack.pop()
    jump[0][u] = par
    for v in adj[u]:
        if {{completion}}:
            depth[v] = depth[u] + 1
            stack.append((v, u))

for _ in range(19):
    jump.append([jump[-1][jump[-1][u]] for u in range(n)])

# print('depth', depth)
# print('jump', jump)

def lca(u, v):
    if depth[u] < depth[v]:
        u, v = v, u
    
    step = depth[u] - depth[v]
    for i in range(19):
        if (step >> i) & 1 == 1:
            u = jump[i][u]

    if u == v:
        return u
    
    # move up together
    for i in range(18, -1, -1):
        if jump[i][u] != jump[i][v]:
            u, v = jump[i][u], jump[i][v]
    return jump[0][u]


# answer queries
for _ in range(int(input())):
    nk = int(input())
    
    nodes = list(sorted(map(mapnode, input().split()), key=lambda u: -depth[u]))
    mindepth = min(depth[u] for u in nodes)

    # check from lowest depth
    tocheck = [nodes[i] for i in range(1, nk) if nodes[i] != lca(nodes[0], nodes[i])]
    
    # print(subroot+1, [x+1 for x in tocheck], [x+1 for x in nodes])
    ok = len(tocheck) == 0 or all(lca(tocheck[0], u) == u for u in tocheck) and depth[lca(tocheck[0], nodes[0])] <= mindepth
    print('YES' if ok else 'NO')
",v != par,"depth[v] > depth[u] + 1:
            depth[v] = depth[u] + 1
            stack.append((v, u))

for _ in range(19):
    jump.append([jump[-1][jump[-1][u]] for u in range(n)])

def lca(u, v):
    if depth[u] < depth[v]:
        u, v = v, u
    
    step = depth[u] - depth[v]
    for i in range(19):
        if (step >> i) & 1 == 1:
            u = jump[i][u]

    if u == v:
        return u
    
    u, v = jump[0][u], jump[0][v]
    return u

for _ in range(int(input())):
    n"
"input = __import__('sys').stdin.readline
mapnode = lambda x: int(x)-1


n = int(input())
adj = [[] for _ in range(n)]
for _ in range(n-1):
    u, v = map(mapnode, input().split())
    adj[u].append(v)
    adj[v].append(u)

# dfs
jump = [[0] * n]
depth = [0] * n
stack = [(0, -1)]
while len(stack) > 0:
    u, par = stack.pop()
    jump[0][u] = par
    for v in adj[u]:
        if v != par:
            depth[v] = depth[u] + 1
            stack.append((v, u))

for _ in range(19):
    jump.append([jump[-1][jump[-1][u]] for u in range(n)])

# print('depth', depth)
# print('jump', jump)

def lca(u, v):
    if depth[u] < depth[v]:
        u, v = v, u
    
    step = depth[u] - depth[v]
    for i in range(19):
        if {{completion}}:
            u = jump[i][u]

    if u == v:
        return u
    
    # move up together
    for i in range(18, -1, -1):
        if jump[i][u] != jump[i][v]:
            u, v = jump[i][u], jump[i][v]
    return jump[0][u]


# answer queries
for _ in range(int(input())):
    nk = int(input())
    
    nodes = list(sorted(map(mapnode, input().split()), key=lambda u: -depth[u]))
    mindepth = min(depth[u] for u in nodes)

    # check from lowest depth
    tocheck = [nodes[i] for i in range(1, nk) if nodes[i] != lca(nodes[0], nodes[i])]
    
    # print(subroot+1, [x+1 for x in tocheck], [x+1 for x in nodes])
    ok = len(tocheck) == 0 or all(lca(tocheck[0], u) == u for u in tocheck) and depth[lca(tocheck[0], nodes[0])] <= mindepth
    print('YES' if ok else 'NO')
",(step >> i) & 1 == 1,"jump[i][u] == jump[i][v]:
            step += jump[i][u]
            u, v = v, u
            break
    
    if step == 0:
        return u
    
    for i in range(19):
        if jump[i][u] != jump[i][v] and step > 0:
            u, v = v, u
            step -= jump[i][u]
            break
    
    if step == 0:
        return u
    
    for i in range(19):
        if jump[i][u] != jump[i][v] and step < 0:
            u, v = v, u
            step += jump[i][u]
            break
    
    if step == 0:
        return u
    
    for i in range(19):
        if jump"
"from collections import defaultdict, deque, Counter
import sys
from decimal import *
from heapq import heapify, heappop, heappush
import math
import random
import string
from copy import deepcopy
from itertools import combinations, permutations, product
from operator import mul, itemgetter
from functools import reduce, lru_cache
from bisect import bisect_left, bisect_right

def input():
    return sys.stdin.readline().rstrip()
def getN():
    return int(input())
def getNM():
    return map(int, input().split())
def getList():
    return list(map(int, input().split()))
def getListGraph():
    return list(map(lambda x:int(x) - 1, input().split()))
def getArray(intn):
    return [int(input()) for i in range(intn)]

mod = 10 ** 9 + 7
MOD = 998244353

# import pypyjit
# pypyjit.set_param('max_unroll_recursion=-1')
inf = float('inf')
eps = 10 ** (-12)
dy = [0, 1, 0, -1]
dx = [1, 0, -1, 0]

#############
# Main Code #
#############

# lca
class Doubling():
    def __init__(self, n, edges, root):
        self.n = n
        self.logn = n.bit_length()
        self.doubling = [[-1] * self.n for _ in range(self.logn)]
        self.depth = [-1] * N
        self.depth[root] = 0
        # bfs
        par = [-1] * N
        pos = deque([root])
        while len(pos) > 0:
            u = pos.popleft()
            for v in edges[u]:
                if {{completion}}:
                    self.depth[v] = self.depth[u] + 1
                    par[v] = u
                    pos.append(v)
        # doubling
        for i in range(self.n):
            self.doubling[0][i] = par[i]
        for i in range(1, self.logn):
            for j in range(self.n):
                if self.doubling[i - 1][j] == -1:
                    self.doubling[i][j] = -1
                else:
                    self.doubling[i][j] = self.doubling[i - 1][self.doubling[i - 1][j]]

    def lca(self, u, v):
        if self.depth[v] < self.depth[u]:
            u, v = v, u
        du = self.depth[u]
        dv = self.depth[v]

        for i in range(self.logn):
            if (dv - du) >> i & 1:
                v = self.doubling[i][v]
        if u == v: return u

        for i in range(self.logn - 1, -1, -1):
            pu, pv = self.doubling[i][u], self.doubling[i][v]
            if pu != pv:
                u, v = pu, pv
        return self.doubling[0][u]

    def upstream(self, s, t):
        if t == 0:
            return s
        now = s
        for k in range(self.logn):
            if t & (1 << k):
                now = self.doubling[k][now]
        return now

N = getN()
E = [[] for i in range(N)]
for _ in range(N - 1):
    a, b = getNM()
    E[a - 1].append(b - 1)
    E[b - 1].append(a - 1)

D = Doubling(N, E, 0)
Q = getN()
for _ in range(Q):
    q_n = getN()
    V = sorted([[D.depth[p], p] for p in getListGraph()])
    p1 = V.pop()[1]
    flag = True
    while V:
        p2 = V.pop()[1]
        lca_p = D.lca(p1, p2)
        if lca_p != p2:
            while V:
                opt_p = V.pop()[1]
                # print(D.lca(p1, opt_p), (D.lca(p2, opt_p)))
                if not (opt_p == lca_p or ((D.lca(p1, opt_p) == opt_p) ^ (D.lca(p2, opt_p) == opt_p))):
                    flag = False

    print(""YES"" if flag else ""NO"")",self.depth[v] == -1,"par[v] == -1:
                    self.depth[v] = self.depth[u] + 1
                    par[v] = u
                    pos.append(v)
        self.depth[root] = -1
        self.depth = [-1] * N
        par = [-1] * N
        pos = deque([root])
        while len(pos) > 0:
            u = pos.popleft()
            for v in edges[u]:
                if par[v] == -1:
                    self.depth[v] = self.depth[u] + 1
                    par[v] = u
                    pos.append(v)
        self.depth[root] = -1
        self.depth = [-1] * N
        par = [-1] * N
        pos = deque([root])
        while len("
"from collections import defaultdict, deque, Counter
import sys
from decimal import *
from heapq import heapify, heappop, heappush
import math
import random
import string
from copy import deepcopy
from itertools import combinations, permutations, product
from operator import mul, itemgetter
from functools import reduce, lru_cache
from bisect import bisect_left, bisect_right

def input():
    return sys.stdin.readline().rstrip()
def getN():
    return int(input())
def getNM():
    return map(int, input().split())
def getList():
    return list(map(int, input().split()))
def getListGraph():
    return list(map(lambda x:int(x) - 1, input().split()))
def getArray(intn):
    return [int(input()) for i in range(intn)]

mod = 10 ** 9 + 7
MOD = 998244353

# import pypyjit
# pypyjit.set_param('max_unroll_recursion=-1')
inf = float('inf')
eps = 10 ** (-12)
dy = [0, 1, 0, -1]
dx = [1, 0, -1, 0]

#############
# Main Code #
#############

# lca
class Doubling():
    def __init__(self, n, edges, root):
        self.n = n
        self.logn = n.bit_length()
        self.doubling = [[-1] * self.n for _ in range(self.logn)]
        self.depth = [-1] * N
        self.depth[root] = 0
        # bfs
        par = [-1] * N
        pos = deque([root])
        while len(pos) > 0:
            u = pos.popleft()
            for v in edges[u]:
                if self.depth[v] == -1:
                    self.depth[v] = self.depth[u] + 1
                    par[v] = u
                    pos.append(v)
        # doubling
        for i in range(self.n):
            self.doubling[0][i] = par[i]
        for i in range(1, self.logn):
            for j in range(self.n):
                if self.doubling[i - 1][j] == -1:
                    self.doubling[i][j] = -1
                else:
                    self.doubling[i][j] = self.doubling[i - 1][self.doubling[i - 1][j]]

    def lca(self, u, v):
        if self.depth[v] < self.depth[u]:
            u, v = v, u
        du = self.depth[u]
        dv = self.depth[v]

        for i in range(self.logn):
            if (dv - du) >> i & 1:
                v = self.doubling[i][v]
        if u == v: return u

        for i in range(self.logn - 1, -1, -1):
            pu, pv = self.doubling[i][u], self.doubling[i][v]
            if pu != pv:
                u, v = pu, pv
        return self.doubling[0][u]

    def upstream(self, s, t):
        if t == 0:
            return s
        now = s
        for k in range(self.logn):
            if t & (1 << k):
                now = self.doubling[k][now]
        return now

N = getN()
E = [[] for i in range(N)]
for _ in range(N - 1):
    a, b = getNM()
    E[a - 1].append(b - 1)
    E[b - 1].append(a - 1)

D = Doubling(N, E, 0)
Q = getN()
for _ in range(Q):
    q_n = getN()
    V = sorted([[D.depth[p], p] for p in getListGraph()])
    p1 = V.pop()[1]
    flag = True
    while V:
        p2 = V.pop()[1]
        lca_p = D.lca(p1, p2)
        if lca_p != p2:
            while V:
                opt_p = V.pop()[1]
                # print(D.lca(p1, opt_p), (D.lca(p2, opt_p)))
                if {{completion}}:
                    flag = False

    print(""YES"" if flag else ""NO"")","not (opt_p == lca_p or ((D.lca(p1, opt_p) == opt_p) ^ (D.lca(p2, opt_p) == opt_p)))","D.lca(p1, opt_p) == lca_p or D.lca(p2, opt_p) == lca_p:
                    break
                else:
                    V.append(opt_p)
            if V"
"from collections import deque;import math
import sys;I=sys.stdin.readline;R=lambda:map(lambda x:int(x)-1,input().split())
n=int(I());g=[[] for _ in range(n)]
for _ in [0]*(n-1):
  u,v=R();g[u].append(v);g[v].append(u)

h=math.ceil(math.log2(n))
fa=[[-1]*(h+1) for _ in range(n)];dep=[0]*n
q=deque([0])
while q:
  u=q.popleft()
  for v in g[u]:
      if {{completion}}:fa[v][0]=u;dep[v]=dep[u]+1;q.append(v)
for i in range(1,h+1):
  for u in range(n):
    fa[u][i]=fa[fa[u][i-1]][i-1]
def lca(u,v):
  if dep[u]<dep[v]:u,v=v,u
  for i in range(h,-1,-1):
    if dep[v]+(1<<i)<=dep[u]:u=fa[u][i]
  if u==v:return u
  for i in range(h,-1,-1):
    if fa[u][i]!=fa[v][i]:u=fa[u][i];v=fa[v][i]
  return fa[u][0]

for _ in [0]*int(I()):
  k=int(I());p=[*R()];z='YES'
  if k<=2:print(z);continue
  p.sort(key=lambda u:dep[u])
  u=p.pop();v=p.pop();f=lca(u,v)
  while p and f==v:u=v;v=p.pop();f=lca(u,v)
  for x in p:
    if dep[x]<=dep[f] and x!=f or lca(u,x)!=x and lca(v,x)!=x:
      z='NO';break
  print(z)",v!=fa[u][0],"fa[u][v]==-1:fa[u][v]=u;fa[v][u]=u;dep[u]+=1;dep[v]+=1
      if dep[u]>dep[v]:q.append(v)
      if dep[u]==dep[v]:break
  if dep[u]==dep[v]:break
  fa[u][h]=fa[v][h]=-1
  q.append(u)
  while q:
    u=q.popleft()
    for v in g[u]:
      if fa[u][v]==-1:fa[u][v]=u;fa[v][u]=u;dep[u]+=1;dep[v"
"from collections import deque;import math
import sys;I=sys.stdin.readline;R=lambda:map(lambda x:int(x)-1,input().split())
n=int(I());g=[[] for _ in range(n)]
for _ in [0]*(n-1):
  u,v=R();g[u].append(v);g[v].append(u)

h=math.ceil(math.log2(n))
fa=[[-1]*(h+1) for _ in range(n)];dep=[0]*n
q=deque([0])
while q:
  u=q.popleft()
  for v in g[u]:
      if v!=fa[u][0]:fa[v][0]=u;dep[v]=dep[u]+1;q.append(v)
for i in range(1,h+1):
  for u in range(n):
    fa[u][i]=fa[fa[u][i-1]][i-1]
def lca(u,v):
  if dep[u]<dep[v]:u,v=v,u
  for i in range(h,-1,-1):
    if {{completion}}:u=fa[u][i]
  if u==v:return u
  for i in range(h,-1,-1):
    if fa[u][i]!=fa[v][i]:u=fa[u][i];v=fa[v][i]
  return fa[u][0]

for _ in [0]*int(I()):
  k=int(I());p=[*R()];z='YES'
  if k<=2:print(z);continue
  p.sort(key=lambda u:dep[u])
  u=p.pop();v=p.pop();f=lca(u,v)
  while p and f==v:u=v;v=p.pop();f=lca(u,v)
  for x in p:
    if dep[x]<=dep[f] and x!=f or lca(u,x)!=x and lca(v,x)!=x:
      z='NO';break
  print(z)",dep[v]+(1<<i)<=dep[u],"fa[u][i]<fa[v][i]:u=fa[u][i];v=fa[v][i]
  return u
def dep(u,v):
  for i in range(h,-1,-1):
    if fa[u][i]<fa[v][i]:u=fa[u][i];v=fa[v][i]
  return dep[u]
def lca(u,v):
  if dep[u]<dep[v]:u,v=v,u
  for i in range(h,-1,-1):
    if fa[u][i]<fa[v][i]:u=fa[u][i];v=fa[v][i]
  return u
def dep(u,v):
  for i in range(h,-1,-1):
    if "
"from sys import stdin
input = stdin.readline

inp = lambda : list(map(int,input().split()))

def dfs(p , prev , lvl):

    s = [[p , prev , lvl]]

    while(len(s)):

        p , prev , lvl = s.pop()

        level[p] = lvl
        parent[p][0] = prev
        for i in child[p]:
            if(i == prev):continue

            s.append([i , p , lvl + 1])

def lca(u,v):

    if(level[u] > level[v]):u,v=v,u

    dist=level[v] - level[u]
    for i in range(20,-1,-1):
        if(dist >> i & 1):
            v=parent[v][i]

    if(u==v):return u
    for i in range(20,-1,-1):
        if(parent[u][i] != parent[v][i]):
            u=parent[u][i]
            v=parent[v][i]

    return parent[u][0]

for T in range(1):

    n = int(input())
    child = [[] for i in range(n + 1)]
    for i in range(n - 1):
        u , v = inp()
        child[u].append(v)
        child[v].append(u)


    level = [0 for i in range(n + 1)]
    parent=[[-1 for i in range(21)] for j in range(n + 1)]
    dfs(1 , -1 , 1)

    for j in range(1 , 21):
        for i in range(1 , n + 1):
            if(parent[i][j - 1] == -1):continue
            
            parent[i][j] = parent[parent[i][j - 1]][j - 1]


    for q in range(int(input())):

        x = int(input())
        a = inp()

        maxval = 0
        for i in range(x):
            if(maxval < level[a[i]]):
                maxval = level[a[i]]
                left = a[i]


        maxval = 0
        for i in range(x):
            if(lca(a[i] , left) != a[i]):

                if{{completion}}:
                    maxval = level[a[i]]
                    right = a[i]

        if(maxval == 0):
            print('YES')
            continue


        ok = True
        Lca = lca(left , right)
        for i in range(x):
            if(a[i] == Lca):continue
            
            if(lca(Lca , a[i]) == a[i]):
                ok = False
                break

            if(lca(a[i] , left) != a[i] and lca(a[i] , right) != a[i]):
                ok = False
                break

        if(ok):print('YES')
        else:print('NO')

            
            
",(maxval < level[a[i]]),"(a[i] > maxval):
                    maxval = a[i]
                    right = a[i]

        if(maxval == 0):
            print('YES')
            continue


        ok = True
        Lca = lca(left , right)
        for i in range(x):
            if(a[i] == Lca):continue
            
            if(lca(Lca , a[i]) == a[i]):
                ok = False
                break

            if(lca(a[i] , left) != a[i] and lca(a[i] , right) != a[i]):
                ok = False
                break

        if(ok):print('YES')
        else:print('NO')

            
            
            
            
            
            
            
"
"from sys import stdin
input = stdin.readline

inp = lambda : list(map(int,input().split()))

def dfs(p , prev , lvl):

    s = [[p , prev , lvl]]

    while(len(s)):

        p , prev , lvl = s.pop()

        level[p] = lvl
        parent[p][0] = prev
        for i in child[p]:
            if{{completion}}:continue

            s.append([i , p , lvl + 1])

def lca(u,v):

    if(level[u] > level[v]):u,v=v,u

    dist=level[v] - level[u]
    for i in range(20,-1,-1):
        if(dist >> i & 1):
            v=parent[v][i]

    if(u==v):return u
    for i in range(20,-1,-1):
        if(parent[u][i] != parent[v][i]):
            u=parent[u][i]
            v=parent[v][i]

    return parent[u][0]

for T in range(1):

    n = int(input())
    child = [[] for i in range(n + 1)]
    for i in range(n - 1):
        u , v = inp()
        child[u].append(v)
        child[v].append(u)


    level = [0 for i in range(n + 1)]
    parent=[[-1 for i in range(21)] for j in range(n + 1)]
    dfs(1 , -1 , 1)

    for j in range(1 , 21):
        for i in range(1 , n + 1):
            if(parent[i][j - 1] == -1):continue
            
            parent[i][j] = parent[parent[i][j - 1]][j - 1]


    for q in range(int(input())):

        x = int(input())
        a = inp()

        maxval = 0
        for i in range(x):
            if(maxval < level[a[i]]):
                maxval = level[a[i]]
                left = a[i]


        maxval = 0
        for i in range(x):
            if(lca(a[i] , left) != a[i]):

                if(maxval < level[a[i]]):
                    maxval = level[a[i]]
                    right = a[i]

        if(maxval == 0):
            print('YES')
            continue


        ok = True
        Lca = lca(left , right)
        for i in range(x):
            if(a[i] == Lca):continue
            
            if(lca(Lca , a[i]) == a[i]):
                ok = False
                break

            if(lca(a[i] , left) != a[i] and lca(a[i] , right) != a[i]):
                ok = False
                break

        if(ok):print('YES')
        else:print('NO')

            
            
",(i == prev),"(i == prev):continue
            
            s.append([i , p , lvl + 1])

def dfs2(p , prev , lvl):

    s = [[p , prev , lvl]]

    while(len(s)):

        p , prev , lvl = s.pop()

        level[p] = lvl
        parent[p][0] = prev
        for i in child[p]:
            if(i == prev):continue
            
            s.append([i , p , lvl + 1])

def dfs3(p , prev , lvl):

    s = [[p , prev , lvl]]

    while(len(s)):

        p , prev , lvl"
"import sys


class LCA:
    def __init__(self, g, root=0):
        self.g = g
        self.root = root
        n = len(g)
        self.logn = (n - 1).bit_length()
        self.depth = [None] * n
        self.parent = [[None] * self.logn for _ in range(n)]
        self._dfs()
        self._doubling()

    def _dfs(self):
        self.depth[self.root] = 0
        stack = [self.root]
        while stack:
            u = stack.pop()
            for v in self.g[u]:
                if {{completion}}:
                    self.depth[v] = self.depth[u] + 1
                    self.parent[v][0] = u
                    stack.append(v)

    def _doubling(self):
        for i in range(self.logn - 1):
            for p in self.parent:
                if p[i] is not None:
                    p[i + 1] = self.parent[p[i]][i]

    def lca(self, u, v):
        if self.depth[v] < self.depth[u]:
            u, v = v, u
        d = self.depth[v] - self.depth[u]
        for i in range(d.bit_length()):
            if d >> i & 1:
                v = self.parent[v][i]
        if u == v:
            return u
        for i in reversed(range(self.logn)):
            if (pu := self.parent[u][i]) != (pv := self.parent[v][i]):
                u, v = pu, pv
        return self.parent[u][i]


def query(lca):
    k = int(sys.stdin.readline())
    p = sorted(
        (int(x) - 1 for x in sys.stdin.readline().split()),
        key=lca.depth.__getitem__,
        reverse=True,
    )
    branch = []
    top = p[0]
    for x in p[1:]:
        if lca.lca(top, x) == x:
            top = x
        else:
            branch.append(x)
    if not branch:
        return True
    if lca.lca(branch[0], p[0]) != lca.lca(branch[0], top):
        return False
    for i in range(1, len(branch)):
        if lca.lca(branch[i - 1], branch[i]) != branch[i]:
            return False
    return True


n = int(input())
g = [[] for _ in range(n)]
for _ in range(n - 1):
    u, v = (int(x) - 1 for x in sys.stdin.readline().split())
    g[u].append(v)
    g[v].append(u)
lca = LCA(g)
for _ in range(int(input())):
    print(""YES"" if query(lca) else ""NO"")
",self.depth[v] is None,v not in self.depth
"import sys


class LCA:
    def __init__(self, g, root=0):
        self.g = g
        self.root = root
        n = len(g)
        self.logn = (n - 1).bit_length()
        self.depth = [None] * n
        self.parent = [[None] * self.logn for _ in range(n)]
        self._dfs()
        self._doubling()

    def _dfs(self):
        self.depth[self.root] = 0
        stack = [self.root]
        while stack:
            u = stack.pop()
            for v in self.g[u]:
                if self.depth[v] is None:
                    self.depth[v] = self.depth[u] + 1
                    self.parent[v][0] = u
                    stack.append(v)

    def _doubling(self):
        for i in range(self.logn - 1):
            for p in self.parent:
                if {{completion}}:
                    p[i + 1] = self.parent[p[i]][i]

    def lca(self, u, v):
        if self.depth[v] < self.depth[u]:
            u, v = v, u
        d = self.depth[v] - self.depth[u]
        for i in range(d.bit_length()):
            if d >> i & 1:
                v = self.parent[v][i]
        if u == v:
            return u
        for i in reversed(range(self.logn)):
            if (pu := self.parent[u][i]) != (pv := self.parent[v][i]):
                u, v = pu, pv
        return self.parent[u][i]


def query(lca):
    k = int(sys.stdin.readline())
    p = sorted(
        (int(x) - 1 for x in sys.stdin.readline().split()),
        key=lca.depth.__getitem__,
        reverse=True,
    )
    branch = []
    top = p[0]
    for x in p[1:]:
        if lca.lca(top, x) == x:
            top = x
        else:
            branch.append(x)
    if not branch:
        return True
    if lca.lca(branch[0], p[0]) != lca.lca(branch[0], top):
        return False
    for i in range(1, len(branch)):
        if lca.lca(branch[i - 1], branch[i]) != branch[i]:
            return False
    return True


n = int(input())
g = [[] for _ in range(n)]
for _ in range(n - 1):
    u, v = (int(x) - 1 for x in sys.stdin.readline().split())
    g[u].append(v)
    g[v].append(u)
lca = LCA(g)
for _ in range(int(input())):
    print(""YES"" if query(lca) else ""NO"")
",p[i] is not None,"p[i] is not None:
                    p[i + 1] = self.parent[p[i]][i]

    def lca(self, u, v):
        if self.depth[v] < self.depth[u]:
            u, v = v, u
        d = self.depth[v] - self.depth[u]
        for i in range(d.bit_length()):
            if d >> i & 1:
                v = self.parent[v][i]
        if u == v:
            return u
        for i in reversed(range(self.logn)):
            if (pu := self.parent[u][i]) != (pv := self.parent[v][i]):
                u, v = pu, pv
        return self.parent[u][i]


def query(lca):
    k = int(sys.stdin.readline())
"
"from collections import Counter
for _ in range(int(input())):
    n=int(input());
    l=list(map(int, input().split()));c = Counter(l);
    if {{completion}}:
        print(-1); continue
    print(*[i if i!=0 and l[i]==l[i-1] else i+c[l[i]] for i in range(n)])",any(x == 1 for x in c.values()),n<2 or n>10^5 or sum(l)<10^9 or any(c[i]>1 for i in range(n))
"import collections
import sys

input = sys.stdin.readline

for _ in range(int(input())):
    n = int(input())
    data = dict(collections.Counter(map(int, input().split())))

    if min(list(data.values())) > 1:
        last = 1
        for i in data.keys():
            print(last + data[i] - 1, end=' ')
            for {{completion}}:
                print(j, end=' ')
            last = last + data[i]
        print()
    else:
        print(-1)
","j in range(last, last + data[i] - 1)","j in data.keys():
                if i != j and data[i] <= data[j] and data[i] > last"
"for t in range(int(input())):
    n=int(input())
    x=list(map(int,input().split()))
    g={}
    if n==1:
        print(-1)
    else:


        for i in range(n-1):
            if not((x[i]==x[i+1] or x[i]==x[i-1]) and ( x[-1]==x[-2])):
                print(-1)
                break
            g[x[i]]=[]


        else:
            for i in range(n):
                g[x[i]].append(i+1)
            for i,j in g.items():
                for {{completion}}:
                    print(j[q-1],end=' ')
            print()
            
        
        ",q in range(len(j)),"q in j:
                    if q==i+1:
                        print(i,end=' ')
                        break
                else:
                    print(i,end=' ')
            print()
            
        
        
for t in range(int(input())):
    n=int(input())
    x=list(map(int,input().split()))
    g={}
    if n==1:
        print(-1)
    else:


        for i in range(n-1):
            if not((x[i]==x[i+1] or x[i]==x[i-1]) and ( x[-1]==x[-2])):
                print(-1)
                break
            g[x[i]]=[]


        else:
            for i in range(n):
                g[x[i]].append(i+1)
            for i,j in "
