eval_prompt,ground_truth,model_output
"import sys

input = sys.stdin.buffer.readline

MOD = 10**9 + 7

for _ in range(int(input())):
    n = int(input())
    a = list(map(int, input().split()))
    b = list(map(int, input().split()))

    a.sort()
    b.sort()

    ans = 1
    cnt = 0
    for i in range(n-1, -1, -1):
        while a and a[-1] > b[i]:
            {{completion}}

        ans = (ans * cnt) % MOD
        cnt -= 1

    print(ans)
","cnt += 1
            a.pop()",cnt += 1
"# يا لثارات الحسين
import bisect
from sys import stdin
input = lambda: stdin.readline().rstrip()
for _ in range(int(input())):
    n = int(input())
    a = list(map(int, input().strip().split()))[:n]
    a.sort()
    b = list(map(int, input().strip().split()))[:n]
    b.sort()
    possible = True

    # number of elements in a bigger than the ith element in b:
    # pointers: i and j
    j = 0
    i = 0
    ans = 1

    while i < n and j < n:
        if a[j] <= b[i]:
            j += 1
        else:
            {{completion}}
        if j == n:
            possible = False
    if possible is True:
        print(ans % (1000000007))
    else:
        print(0)
","ans *= (i - j + 1)
            ans %= 1000000007
            i += 1",ans = (ans * (j - i)) % (1000000007)
"import sys

input = sys.stdin.readline


def int_var(): return int(input())
def int_lt(): return list(map(int, input().split()))
def str_lt(): return list(input()[:-1])
def int_tup(): return map(int, input().split())


mod = 10 ** 9 + 7
def solve(n, a, b):
    a, b = sorted(a), sorted(b) + [float(""inf"")]
    i, j, res = 0, 0, 1
    while i < n and j <= n:
        if a[i] > b[j]:
            j += 1
        else:
            {{completion}}
    return res % mod


if __name__ == '__main__':
    for t in range(int_var()):
        n = int_var()
        a, b = int_lt(), int_lt()
        print(solve(n, a, b))
","res = res * (j - i) % mod
            i += 1","cnt += 1
            a.pop()"
for g in[*open(0)][2::2]:{{completion}},"print(max(map(len,g[::2].split(""1""))))","print(max(map(len,g[::2].split('1'))))"
"for s in[*open(0)][2::2]:
         {{completion}}","print(max(map(len,s[::2].split('1'))))","print(max(map(len,s[::2].split('1'))))"
for t in[*open(0)][2::2]:{{completion}},"print(max(map(len,t[::2].split('1'))))","print(max(map(len,s[::2].split('1'))))"
"import collections
import sys
import heapq

input = sys.stdin.readline

def inp():
    return (int(input()))
def inlt():
    return (list(map(int, input().split())))
def insr():
    s = input()
    return (list(s[:len(s) - 1]))
def invr():
    return (map(int, input().split()))


def solution():
    k = inp()
    galaxies = inlt()
    n = 2 << k
    pre_xor = [0]
    for num in galaxies:
        pre_xor.append(pre_xor[-1]^num)

    mem_high_bits = [-1] * (1 << k)
    mem_high_bits[0] = 0
    mem_low_bits = [(-1, -1) for _ in range(1 << k)]

    for i in range(1, n+1):
        if mem_high_bits[pre_xor[i] >> k] != -1:
            whole_xor = pre_xor[mem_high_bits[pre_xor[i] >> k]] ^ pre_xor[i]
            start, end = mem_low_bits[whole_xor]
            if start == -1:
                mem_low_bits[whole_xor] = (mem_high_bits[pre_xor[i] >> k], i)
            else:
                if end < mem_high_bits[pre_xor[i] >> k] + 1:
                    print(f""{start + 1} {end} {mem_high_bits[pre_xor[i] >> k] + 1} {i}"")
                else:
                    {{completion}}
                return
        mem_high_bits[pre_xor[i] >> k] = i


if __name__ == '__main__':
    t = inp()
    for i in range(t):
        solution()
","print(f""{min(start + 1, mem_high_bits[pre_xor[i] >> k] + 1)} {max(start + 1, mem_high_bits[pre_xor[i] >> k] + 1)-1} {end+1} {i}"")","print(f""{start + 1} {end} {mem_high_bits[pre_xor[i] >> k] + 1} {i}"")"
"import sys
def input():
    return sys.stdin.readline().strip()

for _ in range(int(input())):
    n,m = map(int,input().split())
    c = [0]*(n+1)
    for i in range(m):
        {{completion}}
    ones = c.count(1)
    x = n - ones - 1
    print(x, ones//x)
","u,v = map(int,input().split())
        c[u]+=1
        c[v]+=1","u, v = map(lambda x: int(x) - 1, input().split())
        order[u] += 1
        order[v] += 1"
"import sys
from math import gcd
input=sys.stdin.readline
for _ in range(int(input())):
    n,m=map(int,input().split())
    cnt=[0]*n
    for i in range(m):
        for j in map(int,input().split()):
            {{completion}}
    tmp = [i for i in cnt if i!=1]
    tmp.sort()
    if tmp[0]==tmp[1]:
        print(tmp[-1],tmp[0]-1)
    else:
        print(tmp[0],tmp[1]-1)",cnt[j-1]+=1,"u,v = map(int,input().split())
        c[u]+=1
        c[v]+=1"
"# https://codeforces.com/contest/1829

import sys

input = lambda: sys.stdin.readline().rstrip()  # faster!


def solve_case():
    n, m = map(int, input().split())
    order = [0] * n
    for _ in range(m):
        {{completion}}

    n_centre = 1
    n_leaves = sum(order[i] == 1 for i in range(n))
    n_middle = n - n_centre - n_leaves

    print(n_middle, n_leaves // n_middle)


for _ in range(int(input())):
    solve_case()
","u, v = map(lambda x: int(x) - 1, input().split())
        order[u] += 1
        order[v] += 1","u, v = map(int, input().split())
order[u] += 1
order[v] += 1"
"from sys import stdin
input = lambda: stdin.readline().rstrip('\r\n')


for _ in range(int(input())):
    n = int(input())
    g = [[] for _ in range(n+1)]

    for i in range(1, n):
        u, v = map(int, input().split())
        g[u] += [(v, i)]
        g[v] += [(u, i)]

    ans = []

    def dfs(u, p, i, ans):
        nodes = 1
        for v, j in g[u]:
            if v == p: {{completion}}
            nodes += dfs(v, u, j, ans)

        if nodes == 3:
            if i: ans += [i]
            return 0
        
        return nodes

    
    if dfs(1, 0, 0, ans):
        print(-1)
    else:
        print(len(ans))
        print(*ans)",continue,continue
"import sys
input = sys.stdin.readline


def solve():
    n = int(input())
    
    adj = [[] for vertice in range(n+1)]

    for edge in range(1, n):
        a,b = map(int, input().strip().split())
        adj[a].append((b,edge))
        adj[b].append((a, edge))
    if n%3:
        print(-1)
        return
    size = [0] * (n+1)
    cut = []
    def dfs(curr, par):
        for child, edgenum in adj[curr]:
            if child == par:
                {{completion}}
            
            dfs(child, curr)

            size[curr] += size[child]

            #if the size of the child is % 3 then we have to cut

            if size[child] % 3 == 0:
                cut.append(edgenum)
            
        size[curr] += 1

    dfs(1, -1)
    #a cut tree has to have n//3 - 1 cuts
    #print(cut)
    if len(cut) != (n//3) - 1:
        print(-1)
    else:
        print(len(cut))
        print(*cut)
                
            
            
        

for tc in range(int(input())):
    solve()",continue,continue
"from collections import *
from heapq import *
from bisect import *
from itertools import *
from functools import *
from math import *
from string import *
import operator
import sys

input = sys.stdin.readline


def solve():
    n = int(input())
    adj = [[] for _ in range(n)]
    for i in range(n - 1):
        a, b = map(int, input().split())
        a, b = a - 1, b - 1
        adj[a].append((b, i + 1))
        adj[b].append((a, i + 1))

    if n % 3:
        print(-1)
        return

    def dfs(u, par):
        total = 0
        for v, i in adj[u]:
            if v == par:
                {{completion}}
                
            ct = dfs(v, u)

            if ct == -1:
                return -1

            if ct == 0:
                ans.append(i)
                continue

            total += ct

        if 1 + total < 3:
            return 1 + total

        return 0 if total + 1 == 3 else -1

    ans = []
    balance = dfs(0, -1)

    if balance != 0:
        print(-1)
    else:
        print(len(ans))
        print(*ans)


def main():
    tests = int(input())
    for _ in range(tests):
        solve()


if __name__ == ""__main__"":
    main()
",continue,continue
for s in[*open(0)][2::2]:{{completion}},"print(len({*zip(s,s[1:-1])}))","print(len({*zip(s[:-2],s[1:-1])}))"
"for x in [*open(0)][2::2]:
    {{completion}}","print(len({*zip(x[:-2],x[1:-1])}))","print(len({*zip(x[:-2],x[1:-1])}))"
for r in[*open(0)][2::2]:{{completion}},"print(len({*zip(r,r[1:-1])}))","print(len({*zip(r[:-2],r[1:-1])}))"
"import sys

input = sys.stdin.readline

for _ in range(int(input())):
    n = int(input())
    m1, m2, m3 = 1e19, 1e19, 1e19
    for i in range(n):
        n, a = input().split()
        if a == ""01"":
            {{completion}}
        if a == ""10"":
            m2 = min(m2, int(n))
        if a == ""11"":
            m3 = min(m3, int(n))
    if min(m1 + m2, m3) == 1e19:
        print(-1)
        continue
    print(min(m1 + m2, m3))","m1 = min(m1, int(n))","time, skills = input().split();
        time = int(time)
        mapper[skills] = min(mapper[skills],time)"
"import sys
input = sys.stdin.readline

def solve():
    n = int(input())
    mapper = {}
    mapper[""00""] = 1e9
    mapper[""01""] = 1e9
    mapper[""10""] = 1e9
    mapper[""11""] = 1e9
    for _ in range(n):
        {{completion}}

    ans = min(mapper[""11""], mapper[""10""] + mapper[""01""])
    print(-1 if ans==1e9 else ans)

t = int(input())
for _ in range(t):
    solve()     
","time, skills = input().split();
        time = int(time)
        mapper[skills] = min(mapper[skills],time)","m1 = min(m1, int(n))"
"from sys import stdin
import math

def main():
    t = int(stdin.readline().strip())
    for _ in range(t):
        n = int(stdin.readline().strip())
        skillOne, skillTwo, final = math.inf, math.inf, math.inf
        for _ in range(n):
            m, s = stdin.readline().strip().split()
            if s == '11':
                if int(m) < final:
                    final = int(m)
            else:
                if s[0] == '1' and skillOne > int(m):
                    {{completion}}
                if s[1] == '1' and skillTwo > int(m):
                    skillTwo = int(m)
        if final == math.inf and (skillOne == math.inf or skillTwo == math.inf):
            print(-1)
        elif final < skillOne + skillTwo:
            print(final)
        else:
            print(skillOne + skillTwo)
        
main()",skillOne = int(m),"if s[0] == '1' and skillOne > int(m):
    skillOne = int(m)"
"from sys import stdin
from math import ceil
def inp(): return stdin.readline().rstrip(""\r\n"")


for _ in range(int(inp())):
    n = int(inp())
    l = [int(x) for x in inp().split()]
    flag = 0
    c = 1
    p = l[0]
    for i in l:
        if i < p:
            if flag != -1:
                c += 1
                flag = -1
        elif i > p:
            if flag != 1:
                {{completion}}
        p = i
        #print(i,c,p,flag)
    print(c)






","c += 1
                flag = 1",continue
"import sys

input = sys.stdin.buffer.readline

for _ in range(int(input())) :
    n = int(input())
    a = [int(x) for x in input().split()]

    b = [a[0]]
    for i in range(1, n) :
        if b[-1] == a[i] :
            {{completion}}

        if len(b) == 1 :
            b.append(a[i])
            continue

        if a[i] >= b[-1] >= b[-2] or a[i] <= b[-1] <= b[-2] :
            b.pop()

        b.append(a[i])
    
    print(len(b))
",continue,"if b[-1] == a[i] :
            c += 1
            flag = -1"
"import sys
lines = list(map(str.strip, sys.stdin.readlines()))

for line in lines[2::2]:
    nums = list(map(int, line.split("" "")))
    if len(nums) == 1:
        print(1)
        continue
    contrast = sum([abs(nums[i] - nums[i-1]) for i in range(1, len(nums))])
    if contrast == 0:
        print(1)
        continue
    start = 1
    while start < len(nums) and nums[start] == nums[0]:
        start += 1
    increasing = nums[start] >= nums[0]
    # print(nums, start)
    result = 2
    for i in range(start, len(nums)):
        if increasing:
            if nums[i] < nums[i-1]:
                increasing = False
                result += 1
        else:
            if nums[i] > nums[i-1]:
                {{completion}}
    print(result)
    ","increasing = True
                result += 1",continue
"import sys
input = lambda:sys.stdin.readline().rstrip('\r\n')
for _ in range(int(input())):
    n,k = map(int,input().split())
    nlist = list(map(int,input().split()))
    nlist.sort()
    ans = 0
    pre = [0]
    for i in range(n):
        {{completion}}
    for i in range(k+1):
        ans = max(ans,pre[n-k+i]-pre[2*i])
    print(ans)",pre.append(pre[-1]+nlist[i]),"pre.append(pre[-1]+nlist[i])
pre.append(pre[-1]+nlist[i])
pre.append(pre[-1]+nlist[i])
pre.append(pre[-1]+nlist[i])
pre.append(pre[-1]+nlist[i])
pre.append(pre[-1]+nlist[i])
pre.append(pre[-1]+nlist[i])
pre.append(pre[-1]+nlist[i])"
"import math
import sys
from bisect import bisect_right

input = sys.stdin.readline

q = int(input())
for _ in range(q):
    _, k = [int(x) for x in input().strip().split()]
    nums = sorted([int(x) for x in input().strip().split()])
    i = 2 * k
    j = len(nums) - 1
    ans = s = sum(nums[i:])
    while i - 2 >= 0:
        {{completion}}
    print(ans)","s -= nums[j]
        j -= 1
        s += nums[i - 2] + nums[i - 1]
        i -= 2
        ans = max(ans, s)","s -= nums[i]
i -= 1"
"from collections import defaultdict, deque
from sys import stdin

input = stdin.readline

def get():
    return [int(i) for i in input().split(' ')]
 
t = int(input()) 

for _ in range(t):
    n, k = get() 
    nums = get() 
    nums.sort() 

    res = 0

    psum = [0] * (n + 1)
    for i in range(n):
        {{completion}}
    for i in range(k + 1):
        cur = psum[n - (k - i)] - psum[2 * i]
        res = max(cur, res)
    
    print(res)

    

    



    ",psum[i + 1] = psum[i] + nums[i],psum[i] = psum[i - 1] + nums[i - 1]
"for _ in range(int(input())):
    x,y = input().split()
    if len(x)<len(y):
        x='0'*(len(y)-len(x))+x
    n = len(y)
    sum=0
    for i in range(n):
        if int(x[i])==int(y[i]):
            {{completion}}
        sum+=int(y[i])-int(x[i]) + 9*(n-i-1)
        break
    print(sum)        
",continue,"print ((int(y[i])-int(x[i]))+9*(n-i-1))
            break"
"test= int(input())

for t in range(test):
    l,r= input().split("" "")
    if(l==r): 
        print(0)
        continue
    a,b=0,0
    aFlag,bFlag=False,False
    
    if(len(l)<len(r)): l= '0'*(len(r)-len(l)) + l
    
    for i in range(len(r)):
        if(l[i] != r[i]): 
            {{completion}}","print ((int(r[i])-int(l[i]))+9*(len(r)-i-1))
            break",continue
"# https://codeforces.com/problemset/problem/1833/C
import fileinput

for i, line in enumerate(fileinput.input()):
    if i == 0 or i % 2 == 1:
        # Skip the number of testcases and numbers of array elements
        continue
    a = list(map(int, line.split()))
    if min(a) % 2 == 1:
        # If the min number is odd then all even numbers can be made odd by subtracting min(a)
        print('YES')
    elif any(num % 2 == 1 for num in a):
        # If the minimum is even and the array contains odd numbers
        {{completion}}
    else:
        # All number are even
        print('YES')
",print('NO'),print('NO')
"import sys
input = sys.stdin.readline
K = 200
def solve():
    n, q = map(int, input().split())
    A = list(map(int, input().split()))
    queries = [[] for _ in range(n + 1)]
    res = [0] * q

    for i in range(q):
        s, d, k = map(int, input().split())
        s -= 1

        if d >= K:
            ans = 0
            for j in range(k):
                {{completion}}
            res[i] = ans
        else:
            queries[d].append((s, k, i))

    for d in range(min(K, n + 1)):
        if not queries[d]:
            continue

        P = [0] * (n + d)
        G = [0] * (n + d)

        for i, a in enumerate(A):
            j = i // d
            P[i + d] += a + P[i]
            G[i + d] += (j + 1) * a + G[i]

        for s, k, i in queries[d]:
            ns = s + (k - 1) * d
            res[i] = G[ns + d] - G[s] - (s // d) * (P[ns + d] - P[s])

    return "" "".join(map(str, res))

T = int(input())
out = [solve() for _ in range(T)]
print(""\n"".join(map(str, out)))
",ans += (j + 1) * A[s + j * d],res += nums[s + i * d] * (i + 1)
"from sys import stdin

n_tests = int(stdin.readline())
for test_id in range(n_tests):
    n, q = [int(w) for w in stdin.readline().split()]
    nums = [int(w) for w in stdin.readline().split()]
    assert len(nums) == n
    
    queries = []
    cost_diff = [-2 * n] * n
    for i in range(q):
        s, d, k = [int(w) for w in stdin.readline().split()]
        if k > 3:
            cost_diff[d] += k - 4
        queries.append((s - 1, d, k))
    
    cumsums = {}
    cumsums2 = {}
    for d in range(1, n):
        if cost_diff[d] <= 0:
            continue
        s = []
        si = []
        for i, val in enumerate(nums):
            s.append(val if i < d else val + s[i - d])
            si.append(val * (i // d + 1) if i < d else val * (i // d + 1) + si[i - d])
        cumsums[d] = s
        cumsums2[d] = si
    result = []
    for s, d, k in queries:
        if d in cumsums and k > 3:
            result.append(
                cumsums2[d][s + d * (k - 1)] - (cumsums2[d][s - d] if s >= d else 0) -
                (
                    cumsums[d][s + d * (k - 1)] - (cumsums[d][s - d] if s >= d else 0)
                ) * (s // d)
            )
        else:
            res = 0
            for i in range(k):
                {{completion}}
            result.append(res)
    print("" "".join(str(x) for x in result))
",res += nums[s + i * d] * (i + 1),res += cumsums[d][s + d * (k - 1)] - cumsums[d][s]
"from sys import stdin
def input(): return stdin.readline()[:-1]


def solve():
    N, Q = map(int, input().split())
    Arr = list(map(int, input().split()))
    
    K = int(N ** 0.5) + 1
    
    # MAKE DP OF SIZE N X K
    dp = [[0 for _ in range(N)] for _ in range(K)]
    
    for k in range(1, K):
        for i in range(N-1, -1, -1):
            if i + k < N:
                dp[k][i] = dp[k][i+k] + Arr[i]
            else:
                dp[k][i] = Arr[i]
                
    # making it a suffix
    for k in range(1, K):
        for i in range(N-1, -1, -1):
            if i + k < N:
                dp[k][i] += dp[k][i+k]
    
    ANS = [] 
    for _ in range(Q):
        s, delta, k = map(int, input().split())
        s -= 1
        
        if delta < K:
            temp = 0
            temp += dp[delta][s]
            if s + delta*(k) < N:
                temp -= dp[delta][s+delta*(k)]
                x = dp[delta][s+delta*(k)]
                if (s + delta*(k+1)) < N:
                    {{completion}}
                temp -= k * x
            ANS.append(temp)
        else:
            temp = 0
            for i in range(1, k+1):
                temp += Arr[s + (i-1) * delta] * i
            ANS.append(temp)
            
    
    print(*ANS)
for _ in range(int(input())):
    solve()",x -= dp[delta][s+delta*(k+1)],ans += (j + 1) * A[s + j * d]
"from sys import stdin
input=lambda :stdin.readline()[:-1]

def solve():
  n=int(input())
  a=list(map(int,input().split()))
  a=[n-i for i in a]+[0]
  m=int(input())
  stc=[]
  res=[]
  for i in range(n+1):
    ai=a[i]
    tmp=[]
    while stc and stc[-1][0]>=ai:
      h,l=stc.pop()
      tmp.append((h,l))
    L=i
    if tmp:
      L=tmp[-1][1]
      now=ai
      for h,l in tmp[::-1]:
        {{completion}}
    if ai!=0:
      stc.append((ai,L))
  res.sort(key=lambda x:-x[0])
  ans=0
  for d,c in res:
    x=min(c,m//d)
    ans+=(d-1)*x
    m-=d*x
    c-=x
    if c>0 and m>0:
      ans+=m-1
      m=0
  print(ans)

  
  
for _ in range(int(input())):
  solve()
","res.append((i-l,h-now))
        now=h","res.append((d,c))"
"from sys import gettrace, stdin

if not gettrace():
    def input():
        return next(stdin)[:-1]


def solve():
    n = int(input())
    aa = [int(a) for a in input().split()]
    aa.append(n)
    m = int(input())
    sc = [0]*(n+1)
    stack = [(n+1, -1)]
    b = 0
    for i,a in enumerate(aa):
        while stack and a >= stack[-1][0]:
            sc[i - stack[-1][1]-1] += stack[-1][0] - b
            b = stack[-1][0]
            stack.pop()
        sc[i - stack[-1][1] - 1] += a - b
        stack.append([a,i])
        b = a
    res = 0
    for i in range(n, 1, -1):
        if m >= sc[i]*i:
            m -= sc[i]*i
            res += sc[i]*(i-1)
        else:
            {{completion}}
    print(res)






def main():
    for _ in range(int(input())):
        solve()


if __name__ == ""__main__"":
    main()
","res += (m//i)*(i-1) + max(0, m%i-1)
            break","res.append((i-l,h-now))
        now=h"
for a in[*open(0)][1:]:{{completion}},print('YNEOS'[len({*a[:len(a)-1>>1]})<2::2]),print('YNEOS'[len({*a[:len(a)-1>>1]})<2::2])
"t=int(input())
while t>0:
    s=input()
    n=len(s)
    if len(set(s[:n//2]))>=2:
        print(""YES"")
    else:
        {{completion}}
    t=t-1","print(""NO"")",print('YNEOS'[len({*a[:len(a)-1>>1]})<2::2])
"for s in[*open(0)][1:]:{{completion}}
",print('YNEOS'[len({*s[:len(s)-1>>1]})<2::2]),print('YNEOS'[len({*s[:len(s)-1>>1]})<2::2])
"from sys import stdin
from pprint import pprint

values = [
	[1, 10, 100, 1000, 10000], # if right is A
	[-1, 10, 100, 1000, 10000], # if right is B
	[-1, -10, 100, 1000, 10000], # if right is C
	[-1, -10, -100, 1000, 10000], # if right is D
	[-1, -10, -100, -1000, 10000]] # if right is E

for _ in range(int(stdin.readline())):
	s = stdin.readline().rstrip()
	acc = [[0, 0, 0, 0, 0]]
	for x in s:
		c = ord(x) - 65
		acc.append([values[i][c] + acc[-1][max(i, c)] for i in range(5)])
	hi, right, best = 0, 0, -1_000_000_000
	for i in range(len(s)-1, -1, -1):
		c = ord(s[i]) - 65
		for j in range(5):
			{{completion}}
		hi = max(hi, c)
		right += values[hi][c]
	print(best)","best = max(best, right + values[hi][j] + acc[i][max(j, hi)])","best = max(best, right + acc[i][j])"
"import sys
 
input = lambda: sys.stdin.readline().rstrip()  # faster!
 
VALUE = [1, 10, 100, 1_000, 10_000]
 
 
def value(a):
    res = 0
    max_digit = 0
    for ai in reversed(a):
        if ai >= max_digit:
            res += VALUE[ai]
            max_digit = ai
        else:
            res -= VALUE[ai]
    return res
 
 
def solve_case():
    s = input()
 
    a = [ord(c) - ord(""A"") for c in s]
    n = len(a)
 
    min_pos, max_pos = [n] * 5, [-1] * 5
    for i, ai in enumerate(a):
        min_pos[ai] = min(min_pos[ai], i)
        max_pos[ai] = max(max_pos[ai], i)
 
    ans = value(a)
    for d in range(5):
        if min_pos[d] != n:
            orig = a[min_pos[d]]
            for dn in range(5):
                if dn != d:
                    {{completion}}
            a[min_pos[d]] = orig
        if max_pos[d] != -1 and max_pos[d] != min_pos[d]:
            orig = a[max_pos[d]]
            for dn in range(5):
                if dn != d:
                    a[max_pos[d]] = dn
                    ans = max(ans, value(a))
            a[max_pos[d]] = orig
 
    print(ans)
 
 
for _ in range(int(input())):
    solve_case()","a[min_pos[d]] = dn
                    ans = max(ans, value(a))",
"import sys
#import collections
import math
#import bisect
#import heapq
#import itertools
#import functools
input = sys.stdin.readline




def solve():
    s = input().rstrip()
    first = [-1] * 5
    last = [-1] * 5
    ls = list(s)
    for i, a in enumerate(s):
        j = ord(a) - 65
        if first[j] == -1:
            first[j] = i
        last[j] = i
    def calc(ls):
        res = 0
        prev = -1
        for a in reversed(ls):
            j = ord(a) - 65
            if j < prev:
                res -= 10 ** j
            elif j == prev:
                {{completion}}
            else:
                res += 10 ** j
                prev = j
        return res
    
    res = calc(ls)

    for k in range(5):
        if first[k] != -1:
            for j in range(k + 1, 5):
                ls[first[k]] = chr(65 + j)
                res = max(res, calc(ls))
                ls[first[k]] = chr(65 + k)
    for k in range(5):
        if last[k] != -1:
            for j in range(k):
                ls[last[k]] = chr(65 + j)
                res = max(res, calc(ls))
                ls[last[k]] = chr(65 + k)

    print(res)

    
    


    

    
    



t = int(input())
for _ in range(t):
    solve()",res += 10 ** j,"best = max(best, right + values[hi][j] + acc[i][max(j, hi)])"
"import sys
input = sys.stdin.readline

for _ in range(int(input())):
    req = 0
    temp = 0
    ind = 0
    n = int(input())
    status = [0] * (n + 1)
    for x in map(int, input().split()):
        {{completion}}
    print(req)
","temp = req
        req = max(req, status[x] - n + ind + 1)
        status[x] = max(status[x], temp + n - ind)
        ind = ind + 1","for i in range(1, n + 1):
    if status[i] == 0:
        req += 1
        temp = i
        while status[temp] == 0:
            status[temp] = 1
            temp += 1"
"import sys

for _ in range(int(input())):
    n = int(sys.stdin.readline())
    a = list(map(int, sys.stdin.readline().split()))
    dp = [0] * n
    dp[0] = 1
    min_dp = [11111111111111] * (n + 1)

    min_dp[a[0]] = 0

    for i in range(1, n):
        {{completion}}

    print(n - dp[-1])
","dp[i] = dp[i - 1] + 1

        dp[i] = min(dp[i], min_dp[a[i]])
        min_dp[a[i]] = min(min_dp[a[i]], dp[i - 1])","for i in range(1, n):
    if a[i] == a[i - 1]:
        dp[i] = dp[i - 1] + 1
        min_dp[a[i]] = min(min_dp[a[i]], dp[i])
    else:
        dp[i] = dp[i - 1]
        min_dp[a[i]] = min(min_dp[a[i]], dp[i])"
"import sys
ci = sys.stdin.readline
for _ in range(int(ci())):
    n = int(ci())
    pre = [94879487]*n
    a = list(map(lambda x: int(x)-1, ci().split()))
    dp = [0]*(n+1)
    dp[0] = n
    for i, num in enumerate(a):
        if pre[num] == 94879487:
            dp[i] = dp[i-1]
        else:
            {{completion}}
        pre[num] = min(pre[num], i - dp[i-1])
    print(dp[n-1])","dp[i] = max(dp[i-1], i - pre[num] + 1)","dp[i] = dp[i - 1] + 1

        dp[i] = min(dp[i], min_dp[a[i]])
        min_dp[a[i]] = min(min_dp[a[i]], dp[i - 1])"
"import sys
 
input = sys.stdin.readline
 
n, k = map(int, input().split())
a = list(map(int, input().split()))
index = []
for i in range(n):
    if a[i] == 1:
        index.append(i)
 
MOD = 10 ** 9 + 7
m = len(index)
dp = [[0] * 1501 for _ in range(1501)]
 
for i in range(k + 1):
    dp[0][i] = int(i % 2 == 0)
 
j0 = 0
for i in range(1, n + 1):
    if j0 < m and index[j0] < i:
        j0 += 1
    for j in range(min(i, m, j0 + 40) - 1,max(0, j0 - 40) -1,-1):
        dis = abs(index[j] - i + 1)
        for t in range(k, dis - 1, -1):
            {{completion}}
 
print(dp[m][k])","dp[j + 1][t] += dp[j][t - dis]
            dp[j + 1][t] %= MOD","dp[j + 1][t] += dp[j][t - dis]
            dp[j + 1][t] %= MOD"
"import sys

input = sys.stdin.readline

n, k = map(int, input().split())
a = list(map(int, input().split()))
index = []
for i in range(n):
    if a[i] == 1:
        index.append(i)

Mod = 10 ** 9 + 7
m = len(index)
dp = [[0] * 1501 for _ in range(1501)]
# 有几个球，花费了多少步。
for i in range(k + 1):
    dp[0][i] = int(i%2 == 0)
j0 = 0
for i in range(1,n + 1):
    if j0 < m and index[j0] < i:
        j0 += 1
    for j in range(min(i,m,j0 + 40) - 1,max(0,j0 - 40) -1,-1):
        dis = abs(index[j] - i + 1)
        for t in range(k,dis - 1,-1):
            {{completion}}
print(dp[m][k])","dp[j + 1][t] += dp[j][t - dis]
            dp[j + 1][t] %= Mod","dp[j + 1][t] += dp[j][t - dis]
            dp[j + 1][t] %= MOD"
"import sys

input = sys.stdin.readline

for _ in range(int(input())):
    n, k, q = map(int, input().split())

    count = 0
    p = 0
    for c in map(int, input().split()):
        if c > q:
            if p >= k:
                {{completion}}
            p = 0
        else: p += 1
    if p >= k and p > 0: count += (p-k+1)*(p-k+2)//2
    #print(p,k)
    print(count)",count += (p-k+1)*(p-k+2)//2,"i += 1
            continue"
"from sys import stdout, stdin
from math import comb

def solve(arr, n, d, t):
    i = 0
    ans = 0
    while i < n:
        if arr[i] > t:
            {{completion}}

        j = i + 1
        while j < n and arr[j] <= t:
            j += 1
        if j - i >= k:
            ans += comb(j - i - k + 2, j - i - k)
        i = j

    return str(ans)


ans = []
for _ in range(int(stdin.readline())):
    n, k, q = map(int, stdin.readline().split())
    arr = [int(x) for x in stdin.readline().split()]
    ans.append(solve(arr, n, k, q))

stdout.write('\n'.join(ans))
","i += 1
            continue","ans.append(solve(arr, n, k, q))"
"import math, os, sys
from collections import defaultdict
if(os.path.exists('input.txt')):
    sys.stdin = open(""input.txt"",""r"")
    sys.stdout = open(""output.txt"",""w"")
import sys
input = sys.stdin.readline

# Main code here.
def solve():
    n,k,q = map(int,input().split())
    arr = list(map(int, input().split()))

    cnt,res = 0, 0
    for val in arr:
        if val <= q: 
            cnt += 1
        else: 
            if cnt >= k: 
                {{completion}}
            cnt = 0 

    if cnt >= k: 
        res += ((cnt - k + 1)*(cnt - k +2)) // 2
    print(res)

for _ in range(int(input())):
    solve()
# solve()

sys.stdout.close() 
sys.stdin.close()",res += ((cnt - k + 1)*(cnt - k +2)) // 2,res += ((cnt - k + 1)*(cnt - k +2)) // 2
"for p in[*open(0)][2::2]:
 y=[0]*100
 for x in p.split():{{completion}}
 print('YNEOS'[sorted(y)<y::2])",y[int(x)]-=1,y[int(x)]-=1
"t = int(input())
for i in range(t) : 
  n = int(input())
  l = list(map(int,input().split()))
  l.sort()
  f = 0
  for j in range(l[n-1]) :
    if l.count(j) < l.count(j+1) :
      {{completion}}
  if f == 0 :
    print(""YES"")
  else :
    print(""NO"")","f = 1
      break",")
l.remove(l[n-1])
f = 1"
"for s in[*open(0)][2::2]:
 a=[0]*100
 for x in s.split():{{completion}}
 print('YNEOS'[sorted(a)<a::2])",a[int(x)]-=1,a[int(x)]-=1
"from sys import stdin, stdout

ans = []
for _ in range(int(stdin.readline())):
    n = int(stdin.readline())
    for x in range(2, 64):
        k = int(n**(1/x))
        if k < 2 or (n*(k-1) == k**(x+1) - 1):
            {{completion}}
    ans.append('YES' if k >= 2 else 'NO')

stdout.write('\n'.join(ans))
",break,break
