eval_prompt,ground_truth,model_output
"n = int(input())
s = input()

c = 1


def dfs(i):
    if {{completion}}:
        return s[i]
    global c
    l = dfs(2*i + 1)
    r = dfs(2*i + 2)
    if l != r:
        c *= 2
    if l > r:
        l, r = r, l
    return s[i] + l + r


dfs(0)
print(c % 998244353)
",i >= 2**(n-1)-1,l != r
"n = int(input())
s = input()

c = 1


def dfs(i):
    if i >= 2**(n-1)-1:
        return s[i]
    global c
    l = dfs(2*i + 1)
    r = dfs(2*i + 2)
    if {{completion}}:
        c *= 2
    if l > r:
        l, r = r, l
    return s[i] + l + r


dfs(0)
print(c % 998244353)
",l != r,l != r
"mod=998244353
cnt=0
n=int(input())
s=input()

import random
q=random.randint(10**9,2*10**9)
p=random.randint(10**9,2*10**9)
r=10**9+7

a=[-1]
for i in s:
  if {{completion}}:
    a.append(p)
  else:
    a.append(q)

for i in range(2**(n-1)-1,0,-1):
  if a[2*i]!=a[2*i+1]:
    cnt+=1
  a[i]=a[i]^(2*a[2*i]+2*a[2*i+1])
  a[i]%=r
  

print(pow(2,cnt,mod))",i=='A',a[2*i]!=a[2*i+1]
"mod=998244353
cnt=0
n=int(input())
s=input()

import random
q=random.randint(10**9,2*10**9)
p=random.randint(10**9,2*10**9)
r=10**9+7

a=[-1]
for i in s:
  if i=='A':
    a.append(p)
  else:
    a.append(q)

for i in range(2**(n-1)-1,0,-1):
  if {{completion}}:
    cnt+=1
  a[i]=a[i]^(2*a[2*i]+2*a[2*i+1])
  a[i]%=r
  

print(pow(2,cnt,mod))",a[2*i]!=a[2*i+1],a[2*i]!=a[2*i+1]
"MOD = 998244353
 
n, s = int(input()), input()
 
 
def calc(u: int) -> tuple:
    if {{completion}}:
        return (0, 0)
    t1, t2 = calc(u * 2), calc(u * 2 + 1)
    return (t1[0] + t2[0] + (t1[1] != t2[1]),
            hash((min(t1[1], t2[1]), max(t1[1], t2[1]), s[u - 1])))
 
 
print(pow(2, calc(1)[0], MOD))
",u >= (1 << n),i >= 2**(n-1)-1
"def dfs(tree,i,h):
    if {{completion}}:
        return [tree[i],1]
    ls,li=dfs(tree,i*2+1,h)
    rs,ri=dfs(tree,i*2+2,h)
    res=li*ri
    if ls!=rs:
        res*=2
    if ls>rs:
        return [tree[i]+rs+ls,res]
    else:
        return [tree[i]+ls+rs,res]


h=int(input())
tree=input()
print(dfs(tree,0,h)[1]%998244353 )
",i>=2**(h-1)-1,ls!=rs
"def dfs(tree,i,h):
    if i>=2**(h-1)-1:
        return [tree[i],1]
    ls,li=dfs(tree,i*2+1,h)
    rs,ri=dfs(tree,i*2+2,h)
    res=li*ri
    if {{completion}}:
        res*=2
    if ls>rs:
        return [tree[i]+rs+ls,res]
    else:
        return [tree[i]+ls+rs,res]


h=int(input())
tree=input()
print(dfs(tree,0,h)[1]%998244353 )
",ls!=rs,i>=2**(h-1)-1
"import sys

N = int(sys.stdin.readline().strip())
s = sys.stdin.readline().strip()

# print(N, s)
m = 1 << N
mod = 998244353


def dfs(i):
    if i >= m: return (1, '')
    ln, ls = dfs(i * 2)
    rn, rs = dfs(i * 2 + 1)
    ln = ln % mod
    rn = rn % mod
    if ls < rs:
        return ln * rn * 2, ls + s[i - 1] + rs
    elif {{completion}}:
        return ln * rn * 2, rs + s[i - 1] + ls
    else:
        return ln * rn, ls + s[i - 1] + rs


n, _ = dfs(1)
print(n % mod)
",ls > rs,i>=2**(h-1)-1
"# trans rights
N = int(input())
N = 2 ** N
S = input()
U = [0] * N
cnt = 0
for i in range(N - 2, -1, -1):
    a = 2 * i + 1
    b = 2 * i + 2
    if {{completion}}:
        U[i] = ord(S[i])
        continue
    if U[a] != U[b]:
        cnt += 1
    U[i] = ord(S[i]) + 331 * min(U[a], U[b]) + 3331 * max(U[a], U[b]) + min(U[a], U[b]) ** 2
    U[i] %= 2 ** 104

print(pow(2, cnt, 998244353))
",b >= N,U[a] != U[b]
"# trans rights
N = int(input())
N = 2 ** N
S = input()
U = [0] * N
cnt = 0
for i in range(N - 2, -1, -1):
    a = 2 * i + 1
    b = 2 * i + 2
    if b >= N:
        U[i] = ord(S[i])
        continue
    if {{completion}}:
        cnt += 1
    U[i] = ord(S[i]) + 331 * min(U[a], U[b]) + 3331 * max(U[a], U[b]) + min(U[a], U[b]) ** 2
    U[i] %= 2 ** 104

print(pow(2, cnt, 998244353))
",U[a] != U[b],U[a] != U[b]
"import sys;I=sys.stdin.readline;R,P,G=lambda:map(int,I().split()),print,range
n,q=R();n+=1;a=[0]+[*R()];p,s,last,oe=[0]*n,[0]*n,[0]*n,[{},{}]
for i in G(1,n):
  p[i]=a[i]^p[i-1]
  if a[i]==0:s[i]=s[i-1]+1
  d=oe[i&1]
  if p[i] in d:last[i]=d[p[i]]
  oe[i&1][p[i-1]]=i
for _ in G(q):
  l,r=R()
  if s[r]>=r-l+1:P(0)
  elif p[l-1]^p[r] or r-l<2:P(-1)
  elif {{completion}}:P(1)
  elif last[r]>l:P(2)
  else:P(-1)",(r-l)&1==0 or a[l]==0 or a[r]==0,last[r]>l
"import sys;I=sys.stdin.readline;R,P,G=lambda:map(int,I().split()),print,range
n,q=R();n+=1;a=[0]+[*R()];p,s,last,oe=[0]*n,[0]*n,[0]*n,[{},{}]
for i in G(1,n):
  p[i]=a[i]^p[i-1]
  if a[i]==0:s[i]=s[i-1]+1
  d=oe[i&1]
  if p[i] in d:last[i]=d[p[i]]
  oe[i&1][p[i-1]]=i
for _ in G(q):
  l,r=R()
  if s[r]>=r-l+1:P(0)
  elif p[l-1]^p[r] or r-l<2:P(-1)
  elif (r-l)&1==0 or a[l]==0 or a[r]==0:P(1)
  elif {{completion}}:P(2)
  else:P(-1)",last[r]>l,(r-l)&1==0 or a[l]==0 or a[r]==0
"import sys

n, q = [int(i) for i in sys.stdin.readline().split()]
a = [int(i) for i in sys.stdin.readline().split()]

cur = 0
odd = {}
even = {}
last = [-1]*(n+1)
pxor = [0]*(n+1)
psum = [0]*(n+1)

for i, num in enumerate(a):
    pxor[i+1] = pxor[i] ^ num
    psum[i+1] = psum[i] + num
    cur = pxor[i+1]
    if i&1 == 0:
        if cur in odd:
            last[i+1] = odd[cur]
        even[cur] = i + 1
    else:
        if cur in even:
            last[i+1] = even[cur]
        odd[cur] = i + 1

for _ in range(q):
    l, r = [int(i) for i in sys.stdin.readline().split()]
    if pxor[l-1] != pxor[r]:
        print(""-1"")
    elif psum[l-1] == psum[r]:
        print(""0"")
    else:
        if (r-l)%2==0:
            print(""1"")
        elif a[l-1]==0 or a[r-1]==0:
            print(""1"")
        elif {{completion}}:
            print(""2"")
        else:
            print(""-1"")

",last[r] >= l,(r-l)&1==0 or a[l]==0 or a[r]==0
"import sys
input = sys.stdin.readline
n,q = map(int,input().split())
a = [0] + list(map(int,input().split()))
cml = a[::1]
for i in range(1, n+1):
  a[i] ^= a[i-1]
  cml[i] += cml[i-1]
qs = [list(map(int,input().split())) for i in range(q)]

from collections import defaultdict
d = defaultdict(list)
dd = defaultdict(list)
cnt = defaultdict(int)
ord = [0]*(n+1)
for i in range(n+1):
  dd[a[i]].append(i % 2)
  cnt[a[i]] += 1
  ord[i] = cnt[a[i]]
for k,v in dd.items():
  dd[k] = [0] + v
  for i in range(len(v)+1):
    if i == 0: continue
    else:
      dd[k][i] += dd[k][i-1]
for l,r in qs:
  if a[r] != a[l-1]: 
    print(-1)
  else:
    if cml[r] - cml[l-1] == 0:
      print(0)
    elif (r-l) % 2 == 0 or a[l] == a[l-1] or a[r] == a[r-1]:
      print(1)
    else:
      ll = ord[l-1]-1
      rr = ord[r]
      tot = dd[a[r]][rr] - dd[a[r]][ll]
      if {{completion}}:
        print(-1)
      else:
        print(2)
",tot == rr-ll or tot == 0,last[r]>l
"import sys
 
def input():
    return sys.stdin.readline().strip()
    
n, q = map(int, input().split())
a = list(map(int, input().split()))
b, s = [0], [0]
nx = [n+5] * (n + 1)
d = {0: [0]}
for i, e in enumerate(a):
    bx = b[-1]^e
    sx = s[-1] + e
    b.append(bx)
    s.append(sx)
    if bx in d.keys():
        if (i + 1 - d[bx][-1]) % 2 == 0:
            d[bx].append(i + 1)
        else:
            for x in d[bx]:
                nx[x] = i + 1
            d[bx] = [i + 1]
    else:
        d[bx] = [i + 1]
        
# print(nx)
for i in range(q):
    l, r = map(int, input().split())
    if b[r] != b[l-1]:
        sys.stdout.write(""-1\n"")
    else:
        if s[r] - s[l-1] == 0:
            sys.stdout.write(""0\n"")
        elif (r - l + 1) % 2:
            sys.stdout.write(""1\n"")
        else:
            if a[l - 1]*a[r - 1] == 0:
                sys.stdout.write(""1\n"")
            elif {{completion}}:
                sys.stdout.write(""2\n"")
            else:
                sys.stdout.write(""-1\n"")
",nx[l-1] <= r,last[r]>l
"import collections
import sys
input = sys.stdin.readline
def sol(arr, n, m, q):
    xor = [0]
    curr = 0
    for i in arr:
        curr ^= i
        xor.append(curr)
    pre = [0]
    curr = 0
    for i in arr:
        curr += i
        pre.append(curr)
    qd = collections.defaultdict(list)
    for i in range(m):
        qd[q[i][1]].append((q[i][0], i))
    
    
    res = [-1] * m
    last = [collections.defaultdict(int), collections.defaultdict(int)]
    for r in range(1, n + 1):
        last[r & 1][xor[r]] = r
        for l, i in qd[r]:
            if xor[r] ^ xor[l - 1] != 0: 
                res[i] = (-1)
            elif pre[r] == pre[l - 1]: 
                res[i] = (0)
            elif (r - l) & 1 and arr[l - 1] and arr[r - 1]:
                if {{completion}}:
                    res[i] = (2)
                else:
                    res[i] = (-1)
            else: 
                res[i] = (1)
    
    for i in res:
        print(i)


n, m = list(map(int,input().split()))
arr = list(map(int,input().split()))
q = []
for i in range(m):
    q.append(list(map(int,input().split())))
(sol(arr, n, m, q))
",last[(r & 1) ^ 1][xor[r]] >= l,pre[r] == pre[l - 1]
"import collections
import sys
input = sys.stdin.readline
def sol(arr, n, m, q):
    xor = [0]
    curr = 0
    for i in arr:
        curr ^= i
        xor.append(curr)
    pre = [0]
    curr = 0
    for i in arr:
        curr += i
        pre.append(curr)
    qd = collections.defaultdict(list)
    for i in range(m):
        qd[q[i][1]].append((q[i][0], i))
    
    
    res = [-1] * m
    last = [collections.defaultdict(int), collections.defaultdict(int)]
    for r in range(1, n + 1):
        last[r & 1][xor[r]] = r
        for l, i in qd[r]:
            if xor[r] ^ xor[l - 1] != 0: 
                res[i] = (-1)
            elif {{completion}}: 
                res[i] = (0)
            elif (r - l) & 1 and arr[l - 1] and arr[r - 1]:
                if last[(r & 1) ^ 1][xor[r]] >= l:
                    res[i] = (2)
                else:
                    res[i] = (-1)
            else: 
                res[i] = (1)
    
    for i in res:
        print(i)


n, m = list(map(int,input().split()))
arr = list(map(int,input().split()))
q = []
for i in range(m):
    q.append(list(map(int,input().split())))
(sol(arr, n, m, q))
",pre[r] == pre[l - 1],last[(r & 1) ^ 1][xor[r]] >= l
"for t in range(int(input())):
    n = int(input())
    if {{completion}}:
        print(""1\n1 2"")
        continue
    i = 2
    j = 3*n
    ans = []
    while i<j:
        ans.append((i,j))
        i += 3
        j -= 3
    print(len(ans))
    for i in ans:
        print(i[0],i[1])

",n == 1,i<j
"for t in range(int(input())):
    n = int(input())
    if n == 1:
        print(""1\n1 2"")
        continue
    i = 2
    j = 3*n
    ans = []
    while {{completion}}:
        ans.append((i,j))
        i += 3
        j -= 3
    print(len(ans))
    for i in ans:
        print(i[0],i[1])

",i<j,i<j
"t = int(input())
for i in range(t):
    n = int(input())
    if n == 1:
    	print(1)
    	print(1,2)
    elif n%2 :
        print(int((n+1)/2))
        for e in range(2, int((3 * n + 1)/2) + 1, 3):
            print(e,e + int((3*n)/2))
    else :
        print(int(n/2))
        for {{completion}}:
            print(e,e + int(3*n/2) + 1)","e in range(2, int((3 * n + 1)/2) + 1, 3)",x < y and p[x] != 1
"from sys import stdin
t = int(stdin.readline().strip())
for i in range(t):
    n = int(stdin.readline().strip())
    b = list('ban'*n)
    if n==1:
        print(1)
        print(1, 2)
    else:
        z = n*3-1
        print(n//2+n%2)
        for i3 in range(n//2+n%2):
            for i2 in range(n*3):
                if {{completion}}:
                    c = b[z]
                    b[z] = 'a'
                    b[i2] = c
                    print(min(i2+1, z+1), max(i2+1, z+1))
                    z-=3
                    break",b[i2]=='a',i3 in range(n//2+n%2)
"# get testcase input
t = int(input())
result = """"

while t:
    t -= 1
    n = int(input())
    aux = int(n/2 if n%2==0 else n/2+1)

    if {{completion}}:
        result += ""1\n1 2\n""
        continue
    
    result += str(aux) + ""\n""
    for i in range(aux):
        result += str(2+3*i) + ' ' + str(3+3*(n-i-1)) + ""\n""
print(result[:-1])",n == 1,i in range(aux)
"# get testcase input
t = int(input())
result = """"

while t:
    t -= 1
    n = int(input())
    aux = int(n/2 if n%2==0 else n/2+1)

    if n == 1:
        result += ""1\n1 2\n""
        continue
    
    result += str(aux) + ""\n""
    for {{completion}}:
        result += str(2+3*i) + ' ' + str(3+3*(n-i-1)) + ""\n""
print(result[:-1])",i in range(aux),n == 1
"def ban(n):
	if {{completion}}:
		return [1, [[1, 2]]]

	x = 0
	lt = []
	i = 2
	j = 3 * n
	while i < j:
		lt.append([i, j])
		x += 1
		i += 3
		j -= 3

	return [x, lt]

OUTPUT = []
for _ in range(int(input())):
	N = int(input())
	OUTPUT.append(ban(N))

for _ in OUTPUT:
	print(_[0])
	for i in _[1]:
		print(*i)
",n == 1,i < j
"def ban(n):
	if n == 1:
		return [1, [[1, 2]]]

	x = 0
	lt = []
	i = 2
	j = 3 * n
	while {{completion}}:
		lt.append([i, j])
		x += 1
		i += 3
		j -= 3

	return [x, lt]

OUTPUT = []
for _ in range(int(input())):
	N = int(input())
	OUTPUT.append(ban(N))

for _ in OUTPUT:
	print(_[0])
	for i in _[1]:
		print(*i)
",i < j,i < j
"n = int(input())
for i in range(n):
    k = int(input())

    if k == 1:
        ans = max(1, k - 1)
        print(ans)
        print(1, 2)
    else:
        t = []
        p = [0, 1, 2] * k
        x, y = 0, len(p) - 1
        while x < y:
            while {{completion}}: x += 1
            while x < y and p[y] != 2: y -= 1
            if x >= y:
                break
            t.append([x + 1, y + 1])
            p[x], p[y] = p[y], p[x]
        print(len(t))
        for x, y, in t:
            print(x, y)
",x < y and p[x] != 1,x < y and p[y] != 2
"n = int(input())
for i in range(n):
    k = int(input())

    if k == 1:
        ans = max(1, k - 1)
        print(ans)
        print(1, 2)
    else:
        t = []
        p = [0, 1, 2] * k
        x, y = 0, len(p) - 1
        while x < y:
            while x < y and p[x] != 1: x += 1
            while {{completion}}: y -= 1
            if x >= y:
                break
            t.append([x + 1, y + 1])
            p[x], p[y] = p[y], p[x]
        print(len(t))
        for x, y, in t:
            print(x, y)
",x < y and p[y] != 2,x < y and p[y] != 2
"input = __import__('sys').stdin.readline


n = int(input())

adj = [[] for _ in range(n)]
for _ in range(n-1):
    u, v, x = map(lambda x: int(x)-1, input().split())
    adj[u].append((v, x))
    adj[v].append((u, x))


TRAVERSE = 0
UPDATE_DP = 1

prev_node_stack = [[0] for _ in range(n)]
prev_node = [0]*n
sz = [1]*n
dp_root = [0]*n
dp_remove = [0]*n

stack = [(TRAVERSE, (0, -1, 0))]
while len(stack) > 0:
    state, param = stack.pop()
    if state == TRAVERSE:
        u, par, i = param
        if {{completion}}:
            i += 1
        if i < len(adj[u]):
            v, x = adj[u][i]
            stack.append((TRAVERSE, (u, par, i+1)))
            stack.append((UPDATE_DP, (v, u, x)))
            stack.append((TRAVERSE, (v, u, 0)))
            prev_node_stack[x].append(v)

    if state == UPDATE_DP:
        v, u, x = param
        prev_node_stack[x].pop()
        sz[u] += sz[v]
        prev_node[v] = prev_node_stack[x][-1]
        if prev_node[v] == 0:
            dp_root[x] += sz[v]
        else:
            dp_remove[prev_node[v]] += sz[v]


# print('prev_node', prev_node)
# print('dp_root', dp_root)
# print('dp_remove', dp_remove)

ans = sum((sz[v] - dp_remove[v]) * (sz[prev_node[v]] - (dp_root[x] if prev_node[v] == 0 else dp_remove[prev_node[v]]))
    for u in range(n) for v, x in adj[u] if sz[u] > sz[v])
print(ans)
",i < len(adj[u]) and adj[u][i][0] == par,i < len(adj[u])
"input = __import__('sys').stdin.readline


n = int(input())

adj = [[] for _ in range(n)]
for _ in range(n-1):
    u, v, x = map(lambda x: int(x)-1, input().split())
    adj[u].append((v, x))
    adj[v].append((u, x))


TRAVERSE = 0
UPDATE_DP = 1

prev_node_stack = [[0] for _ in range(n)]
prev_node = [0]*n
sz = [1]*n
dp_root = [0]*n
dp_remove = [0]*n

stack = [(TRAVERSE, (0, -1, 0))]
while len(stack) > 0:
    state, param = stack.pop()
    if state == TRAVERSE:
        u, par, i = param
        if i < len(adj[u]) and adj[u][i][0] == par:
            i += 1
        if {{completion}}:
            v, x = adj[u][i]
            stack.append((TRAVERSE, (u, par, i+1)))
            stack.append((UPDATE_DP, (v, u, x)))
            stack.append((TRAVERSE, (v, u, 0)))
            prev_node_stack[x].append(v)

    if state == UPDATE_DP:
        v, u, x = param
        prev_node_stack[x].pop()
        sz[u] += sz[v]
        prev_node[v] = prev_node_stack[x][-1]
        if prev_node[v] == 0:
            dp_root[x] += sz[v]
        else:
            dp_remove[prev_node[v]] += sz[v]


# print('prev_node', prev_node)
# print('dp_root', dp_root)
# print('dp_remove', dp_remove)

ans = sum((sz[v] - dp_remove[v]) * (sz[prev_node[v]] - (dp_root[x] if prev_node[v] == 0 else dp_remove[prev_node[v]]))
    for u in range(n) for v, x in adj[u] if sz[u] > sz[v])
print(ans)
",i < len(adj[u]),i < len(adj[u]) and adj[u][i][0] == par
"



import sys
input=sys.stdin.readline #文字列入力はするな！！
n=int(input())
root=[[] for i in range(n+3)]
col=dict()
e=[]
from _collections import defaultdict
for i in range(n-1):
    a,b,x=map(int,input().split())
    root[a].append(b)
    root[b].append(a)
    col[a,b]=x
    col[b,a]=x
    e.append((a,b,x))


p=[0]*(n+2)
num=[0]*(n+3)

omomi=defaultdict(int)


nextp=[10**10]*(n+2)
nextc=[1]*(n+1)

ch=[]
def dfs(n,G,s):
    seen = [0] * (n + 1) # 場合によっては外に出す
    ind = [0] * (n + 1) ##
    search=[s]
    while search:
        now=search[-1]
        seen[now]=1
        if len(G[now])>ind[now]:
            next=G[now][ind[now]]
            ind[now]+=1
            if seen[next]>0:continue
            p[next]=now
            c=col[now,next]
            nextp[next]=nextc[c]
            tmp = nextc[c]
            nextc[c]=next
            ch.append((c,tmp))
            search.append(next)
        else:
            x=now
            num[x]=1
            for y in root[x]:
                if y==p[x]:continue
                num[x]+=num[y]
            if x>1:
                c=col[x,p[x]]
                omomi[x,c]+=num[x]
                omomi[nextp[x],c]-=num[x]
            else:
                for {{completion}}:
                    omomi[x,c]+=num[x]
            if ch:
                c,tmp=ch.pop()
                nextc[c]=tmp
            search.pop()

#############################



dfs(n,root,1)

ans=0
for a,b,c in e:
    if num[a]>num[b]:
        a,b=b,a
    ans+=omomi[a,c]*omomi[nextp[a],c]
print(ans)









","c in range(1,n+1)",ke in dp[y]
"import sys
tokens = ''.join(sys.stdin.readlines()).split()[::-1]

def next(): return tokens.pop()
def nextInt(): return int(next())
def nextFloat(): return float(next())
def getIntArray(n): return [nextInt() for _ in range(n)]
def getFloatArray(n): return [nextFloat() for _ in range(n)]
def getStringArray(n): return [next() for _ in range(n)]


def isMountain(ar):
    prefixInc = [False] * len(ar)
    prefixInc[0] = 1
    for i in range(1, len(ar)):
        prefixInc[i] = prefixInc[i - 1] and ar[i - 1] <= ar[i]

    suffixInc = [0] * len(ar)
    suffixInc[-1] = 1
    for i in range(len(ar) - 2, -1, -1):
        suffixInc[i] = suffixInc[i + 1] and ar[i] >= ar[i + 1]

    ans = prefixInc[-1] or suffixInc[0]
    for i in range(len(ar)):
        ans = ans or (prefixInc[i] and suffixInc[i])
    return ans

testcase = True
def solve(testcase = 1):
    N = nextInt()
    A = getIntArray(N)
    print(""yes"" if isMountain(A) else ""no"")


if testcase is None:
    testcaseCount = 1
    while tokens:
        solve(testcaseCount)
        testcaseCount += 1
else:
    testcaseCount = nextInt() if testcase else 1
    for {{completion}}:
        solve(tc + 1)
    assert not tokens",tc in range(testcaseCount),i
"import sys
tokens = ''.join(sys.stdin.readlines()).split()[::-1]

def next(): return tokens.pop()
def nextInt(): return int(next())
def nextFloat(): return float(next())
def getIntArray(n): return [nextInt() for _ in range(n)]
def getFloatArray(n): return [nextFloat() for _ in range(n)]
def getStringArray(n): return [next() for _ in range(n)]


testcase = True
def solve(testcase = 1):
    N = nextInt()
    P = [getIntArray(2) for i in range(N)] + [[0, 0]]
    minX = abs(min(p[0] for p in P))
    maxX = abs(max(p[0] for p in P))
    minY = abs(min(p[1] for p in P))
    maxY = abs(max(p[1] for p in P))
    print(minX + minY + maxX + maxY << 1)


if testcase is None:
    testcaseCount = 1
    while tokens:
        solve(testcaseCount)
        testcaseCount += 1
else:
    testcaseCount = nextInt() if testcase else 1
    for {{completion}}:
        solve(tc + 1)
    assert not tokens",tc in range(testcaseCount),i
"a=[*map(int,[*open(0)][1].split())]
for k in 0,1:
	for i in range(19):
		z=1<<i
		for j in range(len(a)):
			if {{completion}}:a[j-k*z]^=a[j+k*z-z]
print(*reversed(a))
",j&z,k^(l<j)and l<n
"a=[*map(int,[*open(0)][1].split())]
n=len(a)
for k in 0,1:
    for i in range(19):
        for j in range(n):
            l=j^1<<i
            if {{completion}}:
                a[j]^=a[l]
print(*reversed(a))
",k^(l<j)and l<n,k^(l<j)and l<n
"input()
n = int(input(), 2)
m = n
for {{completion}}:
    n = max(n, m | m >> i)
print(bin(n)[2:])",i in range(30),"i in range(1,10)"
"n = int(input())
s=input()
b=int(s,2)
a=b;
mx=a|b
for i in range(0,7):
  a=a>>1
  m=a|b
  if {{completion}}:
    mx=m
st=format(mx ,""b"")
print(st)",m>mx,"i in range(1,10)"
"n = input()
s = int(input(),2)

res = 0
for {{completion}}:
    res = max(res,(s | (s >> i)))
ans = bin(res)[2:]
print(ans)",i in range(100),"i in range(1,64)"
"input()
n=int(input(),2)
ans=0
for {{completion}}:
    ans=max(ans,n|(n>>i))
print(bin(ans)[2:])

","i in range(1,64)",i in range(30)
"n = input()
s = int(input(), base=2)
t = s
for {{completion}}:
    t = max(t, s | s >> i)
print(""{0:b}"".format(t))","i in range(1,10)",i in range(30)
"n = int(input())
s = input().strip()

s1 = int('0b'+s,2)
res = s1

for {{completion}}:
    res = max(s1 | (s1 >> i), res)

print(bin(res)[2:])","i in range(1,8)",i in range(100)
"def random(st):
	n = 8
	st = int(st, 2)
	MAX = st
	for {{completion}}:
		MAX = max((st >> t) | st, MAX)

	return bin(MAX)[2:]


N = input()
b = input()
print(random(b))
",t in range(n),i in range(30)
"# وده اقل حاجه ببايثون
input()
n=int(input(),2)
m=n
for {{completion}}:m=max(m,n|n>>i)
print(""{0:b}"".format(m))","i in range(1,100)","i in range(1,10)"
"n = int(input())
a = int(input(), 2)
temp = a
mx = a|temp
for i in range(7):
    temp = temp >> 1
    m = a|temp
    if {{completion}}:
        mx = m

print(bin(mx).replace('0b', ''))
",mx < m,m>mx
"from collections import deque;I=input;R=lambda:map(int,I().split())
def f(x,pre):
  global flg;dp=[0]*(n+1)
  q=deque([(x,pre)]);R=[]
  while q:
    u,p=q.popleft()
    R.append((u))
    for v in g[u]:
      if {{completion}}:q.append((v,u))
  for u in R[::-1]:
    path=0;dp[u]+=1 if u in s else 0
    for v in g[u]:
      path+=(1 if dp[v] else 0);dp[u]+=dp[v]
    flg=flg and (path<=1 or path==2 and k==dp[u])
  return dp[x]

n=int(I());g=[[] for _ in range(n+1)]
for _ in [0]*(n-1):
  u,v=R();g[u].append(v);g[v].append(u)
for _ in [0]*int(I()):
  k=int(I());flg=1;s=set(R());f(1,0)
  print(['NO','YES'][flg])",v!=p,v[j]==0
"import math,sys;input=sys.stdin.readline;S=lambda:input().rstrip();I=lambda:int(S());M=lambda:map(int,S().split());L=lambda:list(M());mod1=1000000007;mod2=998244353
from collections import deque
n=I();adj=[[] for i in range(n)]
for i in range(n-1):
    p,q=M()
    adj[p-1].append(q-1)
    adj[q-1].append(p-1)
p=[-1]*n;d=[0]*n
q=deque([0]);v=[0]*n
while q:
    r=q.popleft()
    v[r]=1
    for j in adj[r]:
        if {{completion}}:
            q.append(j);d[j]=d[r]+1;p[j]=r
q=I()
for i in range(q):
    k=I()
    a=L();y=a[:]
    f=0;z=[]
    j=0;m=0;s=set()
    for i in a:
        if d[i-1]>m:m=d[i-1];j=i-1
    while j not in s:
        s.add(j);z.append(j);j=p[j]
        if j==-1:break
    b=[]
    for i in a:
        if i-1 not in s:b.append(i)
    a=b[:]
    if len(a)==0:print(""YES"");continue
    j=0;m=0;s1=set();x=0
    for i in a:
        if d[i-1]>m:m=d[i-1];j=i-1
    while j not in s and p[j]!=-1:
        s1.add(j);j=p[j]
    for t in range(len(z)-1,-1,-1):
        if z[t]==j:x=1
        if x==1:s1.add(z[t])
    for i in y:
        if i-1 not in s1:f=1;break
    print(""NO"" if f else ""YES"")",v[j]==0,d[i-1]>m
"import math,sys;input=sys.stdin.readline;S=lambda:input().rstrip();I=lambda:int(S());M=lambda:map(int,S().split());L=lambda:list(M());mod1=1000000007;mod2=998244353
from collections import deque
n=I();adj=[[] for i in range(n)]
for i in range(n-1):
    p,q=M()
    adj[p-1].append(q-1)
    adj[q-1].append(p-1)
p=[-1]*n;d=[0]*n
q=deque([0]);v=[0]*n
while q:
    r=q.popleft()
    v[r]=1
    for j in adj[r]:
        if v[j]==0:
            q.append(j);d[j]=d[r]+1;p[j]=r
q=I()
for i in range(q):
    k=I()
    a=L();y=a[:]
    f=0;z=[]
    j=0;m=0;s=set()
    for i in a:
        if {{completion}}:m=d[i-1];j=i-1
    while j not in s:
        s.add(j);z.append(j);j=p[j]
        if j==-1:break
    b=[]
    for i in a:
        if i-1 not in s:b.append(i)
    a=b[:]
    if len(a)==0:print(""YES"");continue
    j=0;m=0;s1=set();x=0
    for i in a:
        if d[i-1]>m:m=d[i-1];j=i-1
    while j not in s and p[j]!=-1:
        s1.add(j);j=p[j]
    for t in range(len(z)-1,-1,-1):
        if z[t]==j:x=1
        if x==1:s1.add(z[t])
    for i in y:
        if i-1 not in s1:f=1;break
    print(""NO"" if f else ""YES"")",d[i-1]>m,d[i-1]>m
"def solve():
    n = int(input())
    g = [[] for _ in range(n)]

    for _ in range(n-1):
        u, v = [int(t) for t in input().split()]
        u -= 1
        v -= 1
        g[u].append(v)
        g[v].append(u)

    q = int(input())
    for _ in range(q):
        input()
        S = [int(t)-1 for t in input().split()]

        in_S = [0] * n
        for v in S:
            in_S[v] = 1

        v = S[0]
        w = farthest(g, v, in_S)
        y = farthest(g, w, in_S)
        P = set(path(g, w, y))
        ans = ""YES"" if P.issuperset(S) else ""NO""

        print(ans)


def farthest(g, v, in_S):
    queue = [v]
    depth = [-1] * len(g)
    depth[v] = 0
    res = (0, v)
    for v in queue:
        if in_S[v]:
            res = max(res, (depth[v], v))
        for nei in g[v]:
            if {{completion}}:
                queue.append(nei)
                depth[nei] = depth[v] + 1
    return res[1]

def path(g, st, en):
    queue = [st]
    prev = [-1] * len(g)
    prev[st] = st
    for v in queue:
        for nei in g[v]:
            if prev[nei] == -1:
                queue.append(nei)
                prev[nei] = v

    res = [en]
    while prev[res[-1]] != res[-1]:
        res.append(prev[res[-1]])

    return res[::-1]


import sys, os, io
input = lambda: sys.stdin.readline().rstrip('\r\n')
stdout = io.BytesIO()
sys.stdout.write = lambda s: stdout.write(s.encode(""ascii""))

solve()

os.write(1, stdout.getvalue())",depth[nei] == -1,prev[nei] == -1
